,club_id,season_id,competition_id,rank,matches,win,draw,loss,goals_scored,goals_conceded,players_avg_age
481,c-798,s-2010,NL1,16,34,10,5,19,45,66,25.0
482,c-1426,s-2010,NL1,17,34,6,3,25,34,76,25.0
483,c-403,s-2010,NL1,18,34,3,6,25,37,98,25.0
484,c-610,s-2011,NL1,1,34,23,7,4,93,36,25.0
485,c-234,s-2011,NL1,2,34,21,7,6,70,37,25.0
486,c-383,s-2011,NL1,3,34,21,6,7,87,47,25.0
487,c-1090,s-2011,NL1,4,34,19,8,7,64,35,25.0
488,c-306,s-2011,NL1,5,34,18,10,6,79,59,25.0
489,c-317,s-2011,NL1,6,34,17,9,8,82,46,25.0
490,c-499,s-2011,NL1,7,34,15,8,11,48,43,25.0
491,c-467,s-2011,NL1,8,34,13,6,15,42,45,25.0
492,c-235,s-2011,NL1,9,34,13,6,15,40,49,25.0
493,c-192,s-2011,NL1,10,34,14,2,18,55,70,25.0
494,c-200,s-2011,NL1,11,34,11,10,13,55,58,25.0
495,c-1304,s-2011,NL1,12,34,11,7,16,52,62,25.0
496,c-132,s-2011,NL1,13,34,10,8,16,45,54,25.0
497,c-202,s-2011,NL1,14,34,10,7,17,41,61,25.0
498,c-1268,s-2011,NL1,15,34,8,8,18,38,67,25.0
499,c-1426,s-2011,NL1,16,34,9,4,21,42,78,25.0
500,c-642,s-2011,NL1,17,34,6,6,22,36,74,25.0
501,c-798,s-2011,NL1,18,34,4,7,23,28,76,25.0
502,c-610,s-2012,NL1,1,34,22,10,2,83,31,25.0
503,c-383,s-2012,NL1,2,34,22,3,9,103,43,25.0
504,c-234,s-2012,NL1,3,34,21,6,7,64,38,25.0
505,c-499,s-2012,NL1,4,34,19,7,8,68,42,25.0
506,c-200,s-2012,NL1,5,34,19,6,9,55,41,25.0
507,c-317,s-2012,NL1,6,34,17,11,6,60,33,25.0
508,c-202,s-2012,NL1,7,34,12,7,15,36,53,25.0
509,c-306,s-2012,NL1,8,34,11,9,14,50,63,25.0
510,c-1268,s-2012,NL1,9,34,9,13,12,49,63,25.0
511,c-1090,s-2012,NL1,10,34,10,9,15,56,54,25.0
512,c-1269,s-2012,NL1,11,34,10,9,15,42,55,25.0
513,c-1304,s-2012,NL1,12,34,9,11,14,58,71,25.0
514,c-132,s-2012,NL1,13,34,10,8,16,40,56,25.0
515,c-235,s-2012,NL1,14,34,9,10,15,39,48,25.0
516,c-467,s-2012,NL1,15,34,10,7,17,44,66,25.0
517,c-192,s-2012,NL1,16,34,7,12,15,51,69,25.0
518,c-1426,s-2012,NL1,17,34,6,10,18,33,62,25.0
519,c-403,s-2012,NL1,18,34,5,8,21,33,76,25.0
520,c-610,s-2013,NL1,1,34,20,11,3,69,28,25.0
521,c-234,s-2013,NL1,2,34,20,7,7,76,40,25.0
522,c-317,s-2013,NL1,3,34,17,12,5,72,37,25.0
523,c-383,s-2013,NL1,4,34,18,5,11,60,45,25.0
524,c-306,s-2013,NL1,5,34,16,9,9,72,51,25.0
525,c-499,s-2013,NL1,6,34,15,10,9,65,49,25.0
526,c-202,s-2013,NL1,7,34,14,9,11,57,53,25.0
527,c-1090,s-2013,NL1,8,34,13,8,13,54,50,25.0
528,c-1268,s-2013,NL1,9,34,12,7,15,45,64,25.0
529,c-200,s-2013,NL1,10,34,11,8,15,46,65,25.0
530,c-1269,s-2013,NL1,11,34,9,13,12,47,49,25.0
531,c-133,s-2013,NL1,12,34,10,9,15,40,50,25.0
532,c-1435,s-2013,NL1,13,34,10,8,16,45,69,25.0
533,c-1304,s-2013,NL1,14,34,10,7,17,45,59,25.0
534,c-132,s-2013,NL1,15,34,8,11,15,43,54,25.0
535,c-235,s-2013,NL1,16,34,7,11,16,44,64,25.0
536,c-467,s-2013,NL1,17,34,5,15,14,54,82,25.0
537,c-192,s-2013,NL1,18,34,7,8,19,44,69,25.0
538,c-383,s-2014,NL1,1,34,29,1,4,92,31,25.0
539,c-610,s-2014,NL1,2,34,21,8,5,69,29,25.0
540,c-1090,s-2014,NL1,3,34,19,5,10,63,56,25.0
541,c-234,s-2014,NL1,4,34,17,8,9,56,39,25.0
542,c-499,s-2014,NL1,5,34,16,10,8,66,43,25.0
543,c-1269,s-2014,NL1,6,34,16,5,13,59,43,25.0
544,c-306,s-2014,NL1,7,34,13,11,10,53,46,25.0
545,c-202,s-2014,NL1,8,34,11,13,10,49,53,25.0
546,c-403,s-2014,NL1,9,34,13,7,14,46,50,25.0
547,c-317,s-2014,NL1,10,34,13,10,11,56,51,25.0
548,c-200,s-2014,NL1,11,34,11,8,15,60,62,25.0
549,c-133,s-2014,NL1,12,34,11,8,15,46,56,25.0
550,c-1268,s-2014,NL1,13,34,9,10,15,44,53,25.0
551,c-1304,s-2014,NL1,14,34,11,4,19,47,64,25.0
552,c-798,s-2014,NL1,15,34,6,14,14,47,63,25.0
553,c-132,s-2014,NL1,16,34,6,10,18,36,68,25.0
554,c-1435,s-2014,NL1,17,34,7,6,21,29,59,25.0
555,c-1455,s-2014,NL1,18,34,4,8,22,24,76,25.0
556,c-383,s-2015,NL1,1,34,26,6,2,88,32,25.0
557,c-610,s-2015,NL1,2,34,25,7,2,81,21,25.0
558,c-234,s-2015,NL1,3,34,19,6,9,62,40,25.0
559,c-1090,s-2015,NL1,4,34,18,5,11,70,53,25.0
560,c-200,s-2015,NL1,5,34,15,8,11,57,48,25.0
561,c-1304,s-2015,NL1,6,34,14,9,11,47,49,25.0
562,c-202,s-2015,NL1,7,34,14,8,12,41,48,25.0
563,c-1269,s-2015,NL1,8,34,14,6,14,56,54,25.0
564,c-499,s-2015,NL1,9,34,12,10,12,55,38,25.0
565,c-467,s-2015,NL1,10,34,13,7,14,37,42,25.0
566,c-1268,s-2015,NL1,11,34,10,13,11,48,49,25.0
567,c-306,s-2015,NL1,12,34,11,9,14,46,61,25.0
568,c-317,s-2015,NL1,13,34,12,7,15,49,64,25.0
569,c-192,s-2015,NL1,14,34,8,10,16,34,55,25.0
570,c-798,s-2015,NL1,15,34,7,9,18,34,60,25.0
571,c-403,s-2015,NL1,16,34,6,11,17,35,53,25.0
572,c-642,s-2015,NL1,17,34,5,8,21,39,66,25.0
573,c-133,s-2015,NL1,18,34,3,9,22,33,79,25.0
574,c-234,s-2016,NL1,1,34,26,4,4,86,25,25.0
575,c-610,s-2016,NL1,2,34,25,6,3,79,23,25.0
576,c-383,s-2016,NL1,3,34,22,10,2,68,23,25.0
577,c-200,s-2016,NL1,4,34,18,8,8,54,38,25.0
578,c-499,s-2016,NL1,5,34,15,6,13,51,40,25.0
579,c-1090,s-2016,NL1,6,34,12,13,9,56,52,25.0
580,c-317,s-2016,NL1,7,34,12,9,13,48,50,25.0
581,c-202,s-2016,NL1,8,34,10,13,11,55,51,25.0
582,c-306,s-2016,NL1,9,34,12,7,15,54,53,25.0
583,c-1304,s-2016,NL1,10,34,12,7,15,53,55,25.0
584,c-1268,s-2016,NL1,11,34,11,5,18,37,59,25.0
585,c-798,s-2016,NL1,12,34,9,10,15,43,60,25.0
586,c-403,s-2016,NL1,13,34,9,9,16,29,44,25.0
587,c-1269,s-2016,NL1,14,34,9,8,17,39,67,25.0
588,c-468,s-2016,NL1,15,34,9,7,18,42,61,25.0
589,c-467,s-2016,NL1,16,34,9,7,18,32,59,25.0
590,c-192,s-2016,NL1,17,34,7,12,15,26,51,25.0
591,c-1435,s-2016,NL1,18,34,6,5,23,32,73,25.0
592,c-383,s-2017,NL1,1,34,26,5,3,87,39,25.0
593,c-610,s-2017,NL1,2,34,25,4,5,89,33,25.0
594,c-1090,s-2017,NL1,3,34,22,5,7,72,38,25.0
595,c-234,s-2017,NL1,4,34,20,6,8,76,39,25.0
596,c-200,s-2017,NL1,5,34,14,12,8,58,53,25.0
597,c-499,s-2017,NL1,6,34,13,10,11,63,47,25.0
598,c-1268,s-2017,NL1,7,34,13,8,13,45,53,25.0
599,c-306,s-2017,NL1,8,34,12,10,12,48,53,25.0
600,c-1269,s-2017,NL1,9,34,12,8,14,42,54,25.0
601,c-1304,s-2017,NL1,10,34,11,9,14,50,64,25.0
602,c-798,s-2017,NL1,11,34,11,7,16,41,56,25.0
603,c-202,s-2017,NL1,12,34,8,14,12,50,50,25.0
604,c-403,s-2017,NL1,13,34,10,7,17,50,63,25.0
605,c-132,s-2017,NL1,14,34,9,7,18,41,57,25.0
606,c-1426,s-2017,NL1,15,34,7,13,14,35,54,25.0
607,c-192,s-2017,NL1,16,34,8,6,20,42,69,25.0
608,c-468,s-2017,NL1,17,34,7,6,21,34,75,25.0
609,c-317,s-2017,NL1,18,34,5,9,20,37,63,25.0
610,c-610,s-2018,NL1,1,34,28,2,4,119,32,25.0
611,c-383,s-2018,NL1,2,34,26,5,3,98,26,25.0
612,c-234,s-2018,NL1,3,34,20,5,9,75,41,25.0
613,c-1090,s-2018,NL1,4,34,17,7,10,64,43,25.0
614,c-499,s-2018,NL1,5,34,14,11,9,70,51,25.0
615,c-200,s-2018,NL1,6,34,15,8,11,60,51,25.0
616,c-1304,s-2018,NL1,7,34,15,3,16,61,68,25.0
617,c-202,s-2018,NL1,8,34,13,6,15,39,41,25.0
618,c-1268,s-2018,NL1,9,34,12,9,13,58,63,25.0
619,c-403,s-2018,NL1,10,34,13,5,16,58,72,25.0
620,c-306,s-2018,NL1,11,34,10,11,13,64,73,25.0
621,c-1426,s-2018,NL1,12,34,11,8,15,47,63,25.0
622,c-1269,s-2018,NL1,13,34,11,6,17,44,57,25.0
623,c-1283,s-2018,NL1,14,34,10,8,16,41,72,25.0
624,c-385,s-2018,NL1,15,34,9,7,18,50,80,25.0
625,c-798,s-2018,NL1,16,34,9,6,19,46,79,25.0
626,c-642,s-2018,NL1,17,34,8,5,21,38,75,25.0
627,c-132,s-2018,NL1,18,34,5,8,21,29,74,25.0
628,c-610,s-2019,NL1,1,25,18,2,5,68,23,25.0
629,c-1090,s-2019,NL1,2,25,18,2,5,54,17,25.0
630,c-234,s-2019,NL1,3,25,14,8,3,50,35,25.0
631,c-383,s-2019,NL1,4,26,14,7,5,54,28,25.0
632,c-403,s-2019,NL1,5,26,13,5,8,37,34,25.0
633,c-200,s-2019,NL1,6,25,12,5,8,50,34,25.0
634,c-499,s-2019,NL1,7,26,12,5,9,45,35,25.0
635,c-1304,s-2019,NL1,8,26,10,6,10,40,34,25.0
636,c-202,s-2019,NL1,9,26,10,5,11,27,26,25.0
637,c-306,s-2019,NL1,10,26,8,9,9,41,41,25.0
638,c-468,s-2019,NL1,11,26,9,6,11,41,45,25.0
639,c-1283,s-2019,NL1,12,26,9,5,12,32,45,25.0
640,c-1426,s-2019,NL1,13,26,8,4,14,24,51,25.0
641,c-317,s-2019,NL1,14,26,7,6,13,34,46,25.0
642,c-1269,s-2019,NL1,15,26,7,5,14,37,55,25.0
643,c-385,s-2019,NL1,16,26,6,8,12,29,52,25.0
644,c-1268,s-2019,NL1,17,26,4,7,15,25,54,25.0
645,c-235,s-2019,NL1,18,26,4,3,19,27,60,25.0
646,c-610,s-2020,NL1,1,34,28,4,2,102,23,25.0
647,c-383,s-2020,NL1,2,34,21,9,4,74,35,25.0
648,c-1090,s-2020,NL1,3,34,21,8,5,75,41,25.0
649,c-499,s-2020,NL1,4,34,18,7,9,52,38,25.0
650,c-234,s-2020,NL1,5,34,16,11,7,64,36,25.0
651,c-200,s-2020,NL1,6,34,13,14,7,52,41,25.0
652,c-202,s-2020,NL1,7,34,14,8,12,40,37,25.0
653,c-468,s-2020,NL1,8,34,13,8,13,49,48,25.0
654,c-1304,s-2020,NL1,9,34,12,8,14,42,53,25.0
655,c-317,s-2020,NL1,10,34,10,11,13,48,50,25.0
656,c-385,s-2020,NL1,11,34,12,5,17,50,58,25.0
657,c-306,s-2020,NL1,12,34,9,12,13,43,49,25.0
658,c-1269,s-2020,NL1,13,34,9,11,14,44,53,25.0
659,c-403,s-2020,NL1,14,34,8,7,19,40,68,25.0
660,c-235,s-2020,NL1,15,34,7,9,18,33,55,25.0
661,c-1283,s-2020,NL1,16,34,7,9,18,40,68,25.0
662,c-1426,s-2020,NL1,17,34,6,5,23,43,91,25.0
663,c-1268,s-2020,NL1,18,34,4,10,20,29,76,25.0
664,c-610,s-2021,NL1,1,34,26,5,3,98,19,25.0
665,c-383,s-2021,NL1,2,34,26,3,5,86,42,25.0
666,c-234,s-2021,NL1,3,34,22,5,7,76,34,25.0
667,c-317,s-2021,NL1,4,34,20,8,6,55,37,25.0
668,c-1090,s-2021,NL1,5,34,18,7,9,64,44,25.0
669,c-499,s-2021,NL1,6,34,15,6,13,42,51,25.0
670,c-200,s-2021,NL1,7,34,12,11,11,51,46,25.0
671,c-306,s-2021,NL1,8,34,11,8,15,37,50,25.0
672,c-133,s-2021,NL1,9,34,11,6,17,53,70,25.0
673,c-235,s-2021,NL1,10,34,9,11,14,40,51,25.0
674,c-467,s-2021,NL1,11,34,10,8,16,38,52,25.0
675,c-202,s-2021,NL1,12,34,9,9,16,41,55,25.0
676,c-1435,s-2021,NL1,13,34,10,6,18,37,51,25.0
677,c-468,s-2021,NL1,14,34,8,11,15,30,48,25.0
678,c-385,s-2021,NL1,15,34,10,5,19,36,67,25.0
679,c-1304,s-2021,NL1,16,34,9,7,18,33,49,25.0
680,c-403,s-2021,NL1,17,34,9,6,19,32,57,25.0
681,c-1269,s-2021,NL1,18,34,7,6,21,26,52,25.0
682,c-234,s-2022,NL1,1,33,25,7,1,81,29,25.0
683,c-383,s-2022,NL1,2,33,22,6,5,87,39,25.0
684,c-610,s-2022,NL1,3,33,20,9,4,85,35,25.0
685,c-1090,s-2022,NL1,4,33,20,7,6,67,33,25.0
686,c-317,s-2022,NL1,5,33,17,10,6,63,26,25.0
687,c-468,s-2022,NL1,6,33,16,8,9,55,37,25.0
688,c-200,s-2022,NL1,7,33,14,9,10,52,48,25.0
689,c-306,s-2022,NL1,8,33,11,10,12,42,50,25.0
690,c-235,s-2022,NL1,9,33,11,8,14,50,60,25.0
691,c-1435,s-2022,NL1,10,33,10,10,13,46,54,25.0
692,c-467,s-2022,NL1,11,33,8,14,11,41,44,25.0
693,c-499,s-2022,NL1,12,33,9,10,14,44,50,25.0
694,c-385,s-2022,NL1,13,33,10,5,18,38,61,25.0
695,c-724,s-2022,NL1,14,33,9,6,18,39,69,25.0
696,c-798,s-2022,NL1,15,33,9,5,19,30,68,25.0
697,c-1283,s-2022,NL1,16,33,6,10,17,31,62,25.0
698,c-202,s-2022,NL1,17,33,4,6,23,31,70,25.0
699,c-133,s-2022,NL1,18,33,4,4,25,22,69,25.0
