,club_id,season_id,competition_id,rank,matches,win,draw,loss,goals_scored,goals_conceded,players_avg_age
441,c-23826,s-2020,L1,2,34,19,8,7,60,32,26.2
442,c-16,s-2020,L1,3,34,20,4,10,75,46,26.2
443,c-82,s-2020,L1,4,34,17,10,7,61,37,26.2
444,c-24,s-2020,L1,5,34,16,12,6,69,53,26.2
445,c-15,s-2020,L1,6,34,14,10,10,53,39,26.2
446,c-89,s-2020,L1,7,34,12,14,8,50,43,26.2
447,c-18,s-2020,L1,8,34,13,10,11,64,56,26.2
448,c-79,s-2020,L1,9,34,12,9,13,56,55,26.2
449,c-60,s-2020,L1,10,34,12,9,13,52,52,26.2
450,c-533,s-2020,L1,11,34,11,10,13,52,54,26.2
451,c-39,s-2020,L1,12,34,10,9,15,39,56,26.2
452,c-167,s-2020,L1,13,34,10,6,18,36,54,26.2
453,c-44,s-2020,L1,14,34,8,11,15,41,52,26.2
454,c-10,s-2020,L1,15,34,9,8,17,26,52,26.2
455,c-3,s-2020,L1,16,34,8,9,17,34,60,26.2
456,c-86,s-2020,L1,17,34,7,10,17,36,57,26.2
457,c-33,s-2020,L1,18,34,3,7,24,25,86,26.2
458,c-27,s-2021,L1,1,34,24,5,5,97,37,26.2
459,c-16,s-2021,L1,2,34,22,3,9,85,52,26.2
460,c-15,s-2021,L1,3,34,19,7,8,80,47,26.2
461,c-23826,s-2021,L1,4,34,17,7,10,72,37,26.2
462,c-89,s-2021,L1,5,34,16,9,9,50,44,26.2
463,c-60,s-2021,L1,6,34,15,10,9,58,46,26.2
464,c-3,s-2021,L1,7,34,14,10,10,52,49,26.2
465,c-39,s-2021,L1,8,34,13,7,14,50,45,26.2
466,c-533,s-2021,L1,9,34,13,7,14,58,60,26.2
467,c-18,s-2021,L1,10,34,12,9,13,54,61,26.2
468,c-24,s-2021,L1,11,34,10,12,12,45,49,26.2
469,c-82,s-2021,L1,12,34,12,6,16,43,54,26.2
470,c-80,s-2021,L1,13,34,12,6,16,38,52,26.2
471,c-167,s-2021,L1,14,34,10,8,16,39,56,26.2
472,c-79,s-2021,L1,15,34,7,12,15,41,59,26.2
473,c-44,s-2021,L1,16,34,9,6,19,37,71,26.2
474,c-10,s-2021,L1,17,34,5,13,16,27,53,26.2
475,c-65,s-2021,L1,18,34,3,9,22,28,82,26.2
476,c-16,s-2022,L1,1,33,22,4,7,81,42,26.2
477,c-27,s-2022,L1,2,33,20,8,5,90,37,26.2
478,c-23826,s-2022,L1,3,33,19,6,8,60,39,26.2
479,c-89,s-2022,L1,4,33,17,8,8,50,38,26.2
480,c-60,s-2022,L1,5,33,17,8,8,50,42,26.2
481,c-15,s-2022,L1,6,33,14,8,11,57,46,26.2
482,c-82,s-2022,L1,7,33,13,10,10,56,46,26.2
483,c-24,s-2022,L1,8,33,12,11,10,56,51,26.2
484,c-39,s-2022,L1,9,33,12,9,12,52,53,26.2
485,c-3,s-2022,L1,10,33,10,12,11,48,52,26.2
486,c-18,s-2022,L1,11,33,10,10,13,50,55,26.2
487,c-86,s-2022,L1,12,33,10,6,17,51,63,26.2
488,c-533,s-2022,L1,13,33,10,5,18,47,56,26.2
489,c-167,s-2022,L1,14,33,9,7,17,42,61,26.2
490,c-79,s-2022,L1,15,33,7,11,15,44,56,26.2
491,c-80,s-2022,L1,16,33,9,5,19,37,72,26.2
492,c-33,s-2022,L1,17,33,7,10,16,33,67,26.2
493,c-44,s-2022,L1,18,33,6,8,19,40,68,26.2
494,c-5,s-2010,IT1,1,38,24,10,4,65,24,26.7
495,c-46,s-2010,IT1,2,38,23,7,8,69,42,26.7
496,c-6195,s-2010,IT1,3,38,21,7,10,59,39,26.7
497,c-410,s-2010,IT1,4,38,20,6,12,65,43,26.7
498,c-398,s-2010,IT1,5,38,20,6,12,55,39,26.7
499,c-12,s-2010,IT1,6,38,18,9,11,59,52,26.7
500,c-506,s-2010,IT1,7,38,15,13,10,57,47,26.7
501,c-458,s-2010,IT1,8,38,17,5,16,58,63,26.7
502,c-430,s-2010,IT1,9,38,12,15,11,49,44,26.7
503,c-252,s-2010,IT1,10,38,14,9,15,45,47,26.7
504,c-862,s-2010,IT1,11,38,11,13,14,38,40,26.7
505,c-130,s-2010,IT1,12,38,11,13,14,39,47,26.7
506,c-1627,s-2010,IT1,13,38,12,10,16,40,52,26.7
507,c-1390,s-2010,IT1,14,38,12,9,17,44,51,26.7
508,c-1429,s-2010,IT1,15,38,11,10,17,38,50,26.7
509,c-1025,s-2010,IT1,16,38,11,12,15,35,52,26.7
510,c-1005,s-2010,IT1,17,38,11,8,19,46,66,26.7
511,c-1038,s-2010,IT1,18,38,8,12,18,33,49,26.7
512,c-19,s-2010,IT1,19,38,7,11,20,34,52,26.7
513,c-332,s-2010,IT1,20,38,5,9,24,27,56,26.7
514,c-506,s-2011,IT1,1,38,23,15,0,68,20,26.7
515,c-5,s-2011,IT1,2,38,24,8,6,74,33,26.7
516,c-410,s-2011,IT1,3,38,18,10,10,52,35,26.7
517,c-398,s-2011,IT1,4,38,18,8,12,56,47,26.7
518,c-6195,s-2011,IT1,5,38,16,13,9,66,46,26.7
519,c-46,s-2011,IT1,6,38,17,7,14,58,55,26.7
520,c-12,s-2011,IT1,7,38,16,8,14,60,54,26.7
521,c-130,s-2011,IT1,8,38,15,11,12,54,53,26.7
522,c-1025,s-2011,IT1,9,38,13,12,13,41,43,26.7
523,c-862,s-2011,IT1,10,38,12,13,13,35,45,26.7
524,c-1627,s-2011,IT1,11,38,11,15,12,47,52,26.7
525,c-800,s-2011,IT1,12,38,13,13,12,41,43,26.7
526,c-430,s-2011,IT1,13,38,11,13,14,37,43,26.7
527,c-1387,s-2011,IT1,14,38,11,11,16,45,45,26.7
528,c-1390,s-2011,IT1,15,38,10,13,15,37,46,26.7
529,c-458,s-2011,IT1,16,38,11,10,17,52,62,26.7
530,c-252,s-2011,IT1,17,38,11,9,18,50,69,26.7
531,c-1005,s-2011,IT1,18,38,8,12,18,40,56,26.7
532,c-6692,s-2011,IT1,19,38,7,11,20,35,65,26.7
533,c-1429,s-2011,IT1,20,38,4,10,24,24,60,26.7
534,c-506,s-2012,IT1,1,38,27,6,5,71,24,26.7
535,c-6195,s-2012,IT1,2,38,23,9,6,73,36,26.7
536,c-5,s-2012,IT1,3,38,21,9,8,67,39,26.7
537,c-430,s-2012,IT1,4,38,21,7,10,72,44,26.7
538,c-410,s-2012,IT1,5,38,18,12,8,59,45,26.7
539,c-12,s-2012,IT1,6,38,18,8,12,71,56,26.7
540,c-398,s-2012,IT1,7,38,18,7,13,51,42,26.7
541,c-1627,s-2012,IT1,8,38,15,11,12,50,46,26.7
542,c-46,s-2012,IT1,9,38,16,6,16,55,57,26.7
543,c-130,s-2012,IT1,10,38,13,10,15,45,46,26.7
544,c-1390,s-2012,IT1,11,38,12,11,15,43,55,26.7
545,c-862,s-2012,IT1,12,38,12,9,17,37,52,26.7
546,c-1025,s-2012,IT1,13,38,11,11,16,46,52,26.7
547,c-1038,s-2012,IT1,14,38,11,10,17,43,51,26.7
548,c-800,s-2012,IT1,15,38,11,9,18,39,56,26.7
549,c-416,s-2012,IT1,16,38,8,16,14,46,55,26.7
550,c-252,s-2012,IT1,17,38,8,14,16,38,52,26.7
551,c-458,s-2012,IT1,18,38,6,14,18,34,54,26.7
552,c-1387,s-2012,IT1,19,38,9,9,20,36,57,26.7
553,c-2921,s-2012,IT1,20,38,6,4,28,27,84,26.7
554,c-506,s-2013,IT1,1,38,33,3,2,80,23,26.7
555,c-12,s-2013,IT1,2,38,26,7,5,72,25,26.7
556,c-6195,s-2013,IT1,3,38,23,9,6,77,39,26.7
557,c-430,s-2013,IT1,4,38,19,8,11,65,44,26.7
558,c-46,s-2013,IT1,5,38,15,15,8,62,39,26.7
559,c-130,s-2013,IT1,6,38,15,13,10,58,46,26.7
560,c-416,s-2013,IT1,7,38,15,12,11,58,48,26.7
561,c-5,s-2013,IT1,8,38,16,9,13,57,49,26.7
562,c-398,s-2013,IT1,9,38,15,11,12,54,54,26.7
563,c-276,s-2013,IT1,10,38,16,6,16,62,68,26.7
564,c-800,s-2013,IT1,11,38,15,5,18,43,51,26.7
565,c-1038,s-2013,IT1,12,38,12,9,17,48,62,26.7
566,c-410,s-2013,IT1,13,38,12,8,18,46,57,26.7
567,c-252,s-2013,IT1,14,38,11,11,16,41,50,26.7
568,c-1390,s-2013,IT1,15,38,9,12,17,34,53,26.7
569,c-862,s-2013,IT1,16,38,10,6,22,34,54,26.7
570,c-6574,s-2013,IT1,17,38,9,7,22,43,72,26.7
571,c-1627,s-2013,IT1,18,38,8,8,22,34,66,26.7
572,c-1025,s-2013,IT1,19,38,5,14,19,28,58,26.7
573,c-1210,s-2013,IT1,20,38,6,7,25,39,77,26.7
574,c-506,s-2014,IT1,1,38,26,9,3,72,24,26.7
575,c-12,s-2014,IT1,2,38,19,13,6,54,31,26.7
576,c-398,s-2014,IT1,3,38,21,6,11,71,38,26.7
577,c-430,s-2014,IT1,4,38,18,10,10,61,46,26.7
578,c-6195,s-2014,IT1,5,38,18,9,11,70,54,26.7
579,c-252,s-2014,IT1,6,38,16,11,11,62,47,26.7
580,c-1038,s-2014,IT1,7,38,13,17,8,48,42,26.7
581,c-46,s-2014,IT1,8,38,14,13,11,59,48,26.7
582,c-416,s-2014,IT1,9,38,14,12,12,48,45,26.7
583,c-5,s-2014,IT1,10,38,13,13,12,56,50,26.7
584,c-458,s-2014,IT1,11,38,12,13,13,53,55,26.7
585,c-6574,s-2014,IT1,12,38,12,13,13,49,57,26.7
586,c-276,s-2014,IT1,13,38,11,13,14,49,65,26.7
587,c-862,s-2014,IT1,14,38,10,13,15,28,41,26.7
588,c-749,s-2014,IT1,15,38,8,18,12,46,52,26.7
589,c-410,s-2014,IT1,16,38,10,11,17,43,56,26.7
590,c-800,s-2014,IT1,17,38,7,16,15,38,57,26.7
591,c-1390,s-2014,IT1,18,38,8,10,20,48,68,26.7
592,c-1429,s-2014,IT1,19,38,4,12,22,36,73,26.7
593,c-130,s-2014,IT1,20,38,6,8,24,33,75,26.7
594,c-506,s-2015,IT1,1,38,29,4,5,75,20,26.7
595,c-6195,s-2015,IT1,2,38,25,7,6,80,32,26.7
596,c-12,s-2015,IT1,3,38,23,11,4,83,41,26.7
597,c-46,s-2015,IT1,4,38,20,7,11,50,38,26.7
598,c-430,s-2015,IT1,5,38,18,10,10,60,42,26.7
599,c-6574,s-2015,IT1,6,38,16,13,9,49,40,26.7
600,c-5,s-2015,IT1,7,38,15,12,11,49,43,26.7
601,c-398,s-2015,IT1,8,38,15,9,14,52,52,26.7
602,c-862,s-2015,IT1,9,38,13,11,14,43,45,26.7
603,c-252,s-2015,IT1,10,38,13,7,18,45,48,26.7
604,c-749,s-2015,IT1,11,38,12,10,16,40,49,26.7
605,c-416,s-2015,IT1,12,38,12,9,17,52,55,26.7
606,c-800,s-2015,IT1,13,38,11,12,15,41,47,26.7
607,c-1025,s-2015,IT1,14,38,11,9,18,33,45,26.7
608,c-1038,s-2015,IT1,15,38,10,10,18,48,61,26.7
609,c-458,s-2015,IT1,16,38,10,9,19,38,65,26.7
610,c-410,s-2015,IT1,17,38,10,9,19,35,60,26.7
611,c-4102,s-2015,IT1,18,38,9,11,18,37,57,26.7
612,c-8970,s-2015,IT1,19,38,8,7,23,35,76,26.7
613,c-276,s-2015,IT1,20,38,5,13,20,34,63,26.7
614,c-506,s-2016,IT1,1,38,29,4,5,77,27,26.7
615,c-12,s-2016,IT1,2,38,28,3,7,90,38,26.7
616,c-6195,s-2016,IT1,3,38,26,8,4,94,39,26.7
617,c-800,s-2016,IT1,4,38,21,9,8,62,41,26.7
618,c-398,s-2016,IT1,5,38,21,7,10,74,51,26.7
619,c-5,s-2016,IT1,6,38,18,9,11,57,45,26.7
620,c-46,s-2016,IT1,7,38,19,5,14,72,49,26.7
621,c-430,s-2016,IT1,8,38,16,12,10,63,57,26.7
622,c-416,s-2016,IT1,9,38,13,14,11,71,66,26.7
623,c-1038,s-2016,IT1,10,38,12,12,14,49,55,26.7
624,c-1390,s-2016,IT1,11,38,14,5,19,55,76,26.7
625,c-6574,s-2016,IT1,12,38,13,7,18,58,63,26.7
626,c-410,s-2016,IT1,13,38,12,9,17,47,56,26.7
627,c-862,s-2016,IT1,14,38,12,7,19,43,61,26.7
628,c-1025,s-2016,IT1,15,38,11,8,19,40,58,26.7
629,c-252,s-2016,IT1,16,38,9,9,20,38,64,26.7
630,c-4083,s-2016,IT1,17,38,9,7,22,34,58,26.7
631,c-749,s-2016,IT1,18,38,8,8,22,29,61,26.7
632,c-458,s-2016,IT1,19,38,6,8,24,33,77,26.7
633,c-2921,s-2016,IT1,20,38,3,9,26,37,81,26.7
634,c-506,s-2017,IT1,1,38,30,5,3,86,24,26.7
635,c-6195,s-2017,IT1,2,38,28,7,3,77,29,26.7
636,c-12,s-2017,IT1,3,38,23,8,7,61,28,26.7
637,c-46,s-2017,IT1,4,38,20,12,6,66,30,26.7
638,c-398,s-2017,IT1,5,38,21,9,8,89,49,26.7
639,c-5,s-2017,IT1,6,38,18,10,10,56,42,26.7
640,c-800,s-2017,IT1,7,38,16,12,10,57,39,26.7
641,c-430,s-2017,IT1,8,38,16,9,13,54,46,26.7
642,c-416,s-2017,IT1,9,38,13,15,10,54,46,26.7
643,c-1038,s-2017,IT1,10,38,16,6,16,56,60,26.7
644,c-6574,s-2017,IT1,11,38,11,10,17,29,59,26.7
645,c-252,s-2017,IT1,12,38,11,8,19,33,43,26.7
646,c-862,s-2017,IT1,13,38,10,10,18,36,59,26.7
647,c-410,s-2017,IT1,14,38,12,4,22,48,63,26.7
648,c-1025,s-2017,IT1,15,38,11,6,21,40,52,26.7
649,c-1390,s-2017,IT1,16,38,11,6,21,33,61,26.7
650,c-2722,s-2017,IT1,17,38,8,14,16,39,59,26.7
651,c-4083,s-2017,IT1,18,38,9,8,21,40,66,26.7
652,c-276,s-2017,IT1,19,38,7,4,27,30,78,26.7
653,c-4171,s-2017,IT1,20,38,6,3,29,33,84,26.7
654,c-506,s-2018,IT1,1,38,28,6,4,70,30,26.7
655,c-6195,s-2018,IT1,2,38,24,7,7,74,36,26.7
656,c-800,s-2018,IT1,3,38,20,9,9,77,46,26.7
657,c-46,s-2018,IT1,4,38,20,9,9,57,33,26.7
658,c-5,s-2018,IT1,5,38,19,11,8,55,36,26.7
659,c-12,s-2018,IT1,6,38,18,12,8,66,48,26.7
660,c-416,s-2018,IT1,7,38,16,15,7,52,37,26.7
661,c-398,s-2018,IT1,8,38,17,8,13,56,46,26.7
662,c-1038,s-2018,IT1,9,38,15,8,15,60,51,26.7
663,c-1025,s-2018,IT1,10,38,11,11,16,48,56,26.7
664,c-6574,s-2018,IT1,11,38,9,16,13,53,60,26.7
665,c-410,s-2018,IT1,12,38,11,10,17,39,53,26.7
666,c-2722,s-2018,IT1,13,38,11,9,18,44,56,26.7
667,c-130,s-2018,IT1,14,38,10,11,17,41,61,26.7
668,c-1390,s-2018,IT1,15,38,10,11,17,36,54,26.7
669,c-430,s-2018,IT1,16,38,8,17,13,47,45,26.7
670,c-252,s-2018,IT1,17,38,8,14,16,39,57,26.7
671,c-749,s-2018,IT1,18,38,10,8,20,51,70,26.7
672,c-8970,s-2018,IT1,19,38,5,10,23,29,69,26.7
673,c-862,s-2018,IT1,20,38,2,14,22,25,75,26.7
674,c-506,s-2019,IT1,1,38,26,5,7,76,43,26.7
675,c-46,s-2019,IT1,2,38,24,10,4,81,36,26.7
676,c-800,s-2019,IT1,3,38,23,9,6,98,48,26.7
677,c-398,s-2019,IT1,4,38,24,6,8,79,42,26.7
678,c-12,s-2019,IT1,5,38,21,7,10,77,51,26.7
679,c-5,s-2019,IT1,6,38,19,9,10,63,46,26.7
680,c-6195,s-2019,IT1,7,38,18,8,12,61,50,26.7
681,c-6574,s-2019,IT1,8,38,14,9,15,69,63,26.7
682,c-276,s-2019,IT1,9,38,12,13,13,47,51,26.7
683,c-430,s-2019,IT1,10,38,12,13,13,51,48,26.7
684,c-130,s-2019,IT1,11,38,14,7,17,56,57,26.7
685,c-1025,s-2019,IT1,12,38,12,11,15,52,65,26.7
686,c-410,s-2019,IT1,13,38,12,9,17,37,51,26.7
687,c-1390,s-2019,IT1,14,38,11,12,15,52,56,26.7
688,c-1038,s-2019,IT1,15,38,12,6,20,48,65,26.7
689,c-416,s-2019,IT1,16,38,11,7,20,46,68,26.7
690,c-252,s-2019,IT1,17,38,10,9,19,47,73,26.7
691,c-1005,s-2019,IT1,18,38,9,8,21,52,85,26.7
692,c-19,s-2019,IT1,19,38,6,7,25,35,79,26.7
693,c-2722,s-2019,IT1,20,38,5,5,28,27,77,26.7
694,c-46,s-2020,IT1,1,38,28,7,3,89,35,26.7
695,c-5,s-2020,IT1,2,38,24,7,7,74,41,26.7
696,c-800,s-2020,IT1,3,38,23,9,6,90,47,26.7
697,c-506,s-2020,IT1,4,38,23,9,6,77,38,26.7
698,c-6195,s-2020,IT1,5,38,24,5,9,86,41,26.7
699,c-398,s-2020,IT1,6,38,21,5,12,61,55,26.7
700,c-12,s-2020,IT1,7,38,18,8,12,68,58,26.7
701,c-6574,s-2020,IT1,8,38,17,11,10,64,56,26.7
702,c-1038,s-2020,IT1,9,38,15,7,16,52,54,26.7
703,c-276,s-2020,IT1,10,38,11,12,15,46,48,26.7
704,c-252,s-2020,IT1,11,38,10,12,16,47,58,26.7
705,c-1025,s-2020,IT1,12,38,10,11,17,51,65,26.7
706,c-430,s-2020,IT1,13,38,9,13,16,47,59,26.7
707,c-410,s-2020,IT1,14,38,10,10,18,42,58,26.7
708,c-3522,s-2020,IT1,15,38,9,12,17,52,72,26.7
709,c-1390,s-2020,IT1,16,38,9,10,19,43,59,26.7
710,c-416,s-2020,IT1,17,38,7,16,15,50,69,26.7
711,c-4171,s-2020,IT1,18,38,7,12,19,40,75,26.7
712,c-4083,s-2020,IT1,19,38,6,5,27,45,92,26.7
713,c-130,s-2020,IT1,20,38,3,11,24,39,83,26.7
714,c-5,s-2021,IT1,1,38,26,8,4,69,31,26.7
715,c-46,s-2021,IT1,2,38,25,9,4,84,32,26.7
716,c-6195,s-2021,IT1,3,38,24,7,7,74,31,26.7
717,c-506,s-2021,IT1,4,38,20,10,8,57,37,26.7
718,c-398,s-2021,IT1,5,38,18,10,10,77,58,26.7
719,c-12,s-2021,IT1,6,38,18,9,11,59,43,26.7
720,c-430,s-2021,IT1,7,38,19,5,14,59,51,26.7
721,c-800,s-2021,IT1,8,38,16,11,11,65,48,26.7
722,c-276,s-2021,IT1,9,38,14,11,13,65,59,26.7
723,c-416,s-2021,IT1,10,38,13,11,14,46,41,26.7
724,c-6574,s-2021,IT1,11,38,13,11,14,64,66,26.7
725,c-410,s-2021,IT1,12,38,11,14,13,61,58,26.7
726,c-1025,s-2021,IT1,13,38,12,10,16,44,55,26.7
727,c-749,s-2021,IT1,14,38,10,11,17,50,70,26.7
728,c-1038,s-2021,IT1,15,38,10,6,22,46,63,26.7
729,c-3522,s-2021,IT1,16,38,10,6,22,41,71,26.7
730,c-380,s-2021,IT1,17,38,7,10,21,33,78,26.7
731,c-1390,s-2021,IT1,18,38,6,12,20,34,68,26.7
732,c-252,s-2021,IT1,19,38,4,16,18,27,60,26.7
733,c-607,s-2021,IT1,20,38,6,9,23,34,69,26.7
734,c-6195,s-2022,IT1,1,36,27,5,4,73,26,26.7
735,c-398,s-2022,IT1,2,36,20,8,8,55,28,26.7
736,c-46,s-2022,IT1,3,36,21,3,12,67,40,26.7
737,c-5,s-2022,IT1,4,36,18,10,8,60,42,26.7
738,c-800,s-2022,IT1,5,36,18,7,11,59,43,26.7
739,c-12,s-2022,IT1,6,36,17,9,10,47,35,26.7
740,c-506,s-2022,IT1,7,36,21,6,9,55,32,26.7
741,c-2919,s-2022,IT1,8,36,14,10,12,46,46,26.7
742,c-1025,s-2022,IT1,9,36,13,11,12,48,45,26.7
743,c-416,s-2022,IT1,10,36,13,11,12,38,40,26.7
744,c-430,s-2022,IT1,11,36,13,11,12,48,41,26.7
745,c-410,s-2022,IT1,12,36,11,13,12,45,44,26.7
746,c-6574,s-2022,IT1,13,36,12,8,16,44,56,26.7
747,c-749,s-2022,IT1,14,36,10,12,14,36,46,26.7
748,c-380,s-2022,IT1,15,36,8,15,13,45,58,26.7
749,c-1005,s-2022,IT1,16,36,7,12,17,30,43,26.7
750,c-3522,s-2022,IT1,17,36,6,13,17,30,56,26.7
751,c-276,s-2022,IT1,18,36,7,9,20,29,55,26.7
752,c-2239,s-2022,IT1,19,36,4,12,20,32,66,26.7
753,c-1038,s-2022,IT1,20,36,3,9,24,22,67,26.7
754,c-1082,s-2010,FR1,1,38,21,13,4,68,36,26.0
755,c-244,s-2010,FR1,2,38,18,14,6,62,39,26.0
756,c-1041,s-2010,FR1,3,38,17,13,8,61,40,26.0
757,c-583,s-2010,FR1,4,38,15,15,8,56,41,26.0
758,c-750,s-2010,FR1,5,38,17,7,14,60,43,26.0
759,c-273,s-2010,FR1,6,38,15,11,12,38,35,26.0
760,c-40,s-2010,FR1,7,38,12,15,11,43,42,26.0
761,c-415,s-2010,FR1,8,38,14,8,16,38,36,26.0
762,c-290,s-2010,FR1,9,38,10,19,9,45,41,26.0
763,c-618,s-2010,FR1,10,38,12,13,13,46,47,26.0
764,c-1158,s-2010,FR1,11,38,12,13,13,46,48,26.0
765,c-1423,s-2010,FR1,12,38,10,18,10,45,41,26.0
766,c-1159,s-2010,FR1,13,38,13,9,16,43,48,26.0
767,c-969,s-2010,FR1,14,38,12,11,15,32,43,26.0
768,c-1162,s-2010,FR1,15,38,11,13,14,46,51,26.0
769,c-3911,s-2010,FR1,16,38,11,13,14,36,43,26.0
770,c-417,s-2010,FR1,17,38,11,13,14,33,48,26.0
771,c-162,s-2010,FR1,18,38,9,17,12,36,40,26.0
772,c-826,s-2010,FR1,19,38,7,14,17,35,58,26.0
773,c-11300,s-2010,FR1,20,38,3,11,24,21,70,26.0
774,c-969,s-2011,FR1,1,38,25,7,6,68,34,26.0
775,c-583,s-2011,FR1,2,38,23,10,5,75,41,26.0
776,c-1082,s-2011,FR1,3,38,21,11,6,72,39,26.0
777,c-1041,s-2011,FR1,4,38,19,7,12,64,51,26.0
778,c-40,s-2011,FR1,5,38,16,13,9,53,41,26.0
779,c-273,s-2011,FR1,6,38,17,9,12,53,44,26.0
780,c-618,s-2011,FR1,7,38,16,9,13,49,45,26.0
781,c-415,s-2011,FR1,8,38,15,11,12,37,34,26.0
782,c-14171,s-2011,FR1,9,38,13,11,14,54,55,26.0
783,c-244,s-2011,FR1,10,38,12,12,14,45,41,26.0
784,c-1159,s-2011,FR1,11,38,11,12,15,38,48,26.0
785,c-1423,s-2011,FR1,12,38,12,7,19,40,50,26.0
786,c-417,s-2011,FR1,13,38,10,12,16,39,46,26.0
787,c-750,s-2011,FR1,14,38,11,9,18,40,60,26.0
788,c-3911,s-2011,FR1,15,38,8,17,13,31,38,26.0
789,c-1147,s-2011,FR1,16,38,9,14,15,40,61,26.0
790,c-1158,s-2011,FR1,17,38,9,12,17,35,49,26.0
791,c-1162,s-2011,FR1,18,38,9,11,18,39,59,26.0
792,c-2969,s-2011,FR1,19,38,9,9,20,38,63,26.0
793,c-290,s-2011,FR1,20,38,7,13,18,46,57,26.0
794,c-583,s-2012,FR1,1,38,25,8,5,69,23,26.0
795,c-244,s-2012,FR1,2,38,21,8,9,42,36,26.0
796,c-1041,s-2012,FR1,3,38,19,10,9,61,38,26.0
797,c-417,s-2012,FR1,4,38,18,10,10,57,46,26.0
798,c-618,s-2012,FR1,5,38,16,15,7,60,32,26.0
799,c-1082,s-2012,FR1,6,38,16,14,8,59,40,26.0
800,c-40,s-2012,FR1,7,38,13,16,9,40,34,26.0
801,c-1158,s-2012,FR1,8,38,14,11,13,57,58,26.0
802,c-969,s-2012,FR1,9,38,15,7,16,54,51,26.0
803,c-415,s-2012,FR1,10,38,13,12,13,49,47,26.0
804,c-1423,s-2012,FR1,11,38,12,12,14,49,53,26.0
805,c-595,s-2012,FR1,12,38,13,8,17,50,66,26.0
806,c-273,s-2012,FR1,13,38,13,7,18,48,59,26.0
807,c-1421,s-2012,FR1,14,38,10,13,15,33,42,26.0
808,c-750,s-2012,FR1,15,38,10,11,17,41,57,26.0
809,c-14171,s-2012,FR1,16,38,10,10,18,46,53,26.0
810,c-1147,s-2012,FR1,17,38,9,15,14,39,51,26.0
811,c-1159,s-2012,FR1,18,38,9,11,18,38,58,26.0
812,c-1095,s-2012,FR1,19,38,8,13,17,43,61,26.0
813,c-3911,s-2012,FR1,20,38,8,5,25,32,62,26.0
814,c-583,s-2013,FR1,1,38,27,8,3,84,23,26.0
815,c-162,s-2013,FR1,2,38,23,11,4,63,31,26.0
816,c-1082,s-2013,FR1,3,38,20,11,7,46,26,26.0
817,c-618,s-2013,FR1,4,38,20,9,9,56,34,26.0
818,c-1041,s-2013,FR1,5,38,17,10,11,56,44,26.0
819,c-244,s-2013,FR1,6,38,16,12,10,53,40,26.0
820,c-40,s-2013,FR1,7,38,13,14,11,49,43,26.0
821,c-1158,s-2013,FR1,8,38,13,10,15,48,53,26.0
822,c-415,s-2013,FR1,9,38,12,13,13,46,53,26.0
823,c-595,s-2013,FR1,10,38,12,11,15,42,56,26.0
824,c-1421,s-2013,FR1,11,38,12,12,14,44,52,26.0
825,c-273,s-2013,FR1,12,38,11,13,14,47,45,26.0
826,c-995,s-2013,FR1,13,38,12,11,15,38,43,26.0
827,c-14171,s-2013,FR1,14,38,11,11,16,39,51,26.0
828,c-969,s-2013,FR1,15,38,8,18,12,45,53,26.0
829,c-855,s-2013,FR1,16,38,11,9,18,34,42,26.0
830,c-417,s-2013,FR1,17,38,12,6,20,30,44,26.0
831,c-750,s-2013,FR1,18,38,10,10,18,37,61,26.0
832,c-1423,s-2013,FR1,19,38,7,8,23,37,65,26.0
833,c-1147,s-2013,FR1,20,38,4,11,23,37,72,26.0
834,c-583,s-2014,FR1,1,38,24,11,3,83,36,26.0
835,c-1041,s-2014,FR1,2,38,22,9,7,72,33,26.0
836,c-162,s-2014,FR1,3,38,20,11,7,51,26,26.0
837,c-244,s-2014,FR1,4,38,21,6,11,76,42,26.0
838,c-618,s-2014,FR1,5,38,19,12,7,51,30,26.0
839,c-40,s-2014,FR1,6,38,17,12,9,47,44,26.0
840,c-969,s-2014,FR1,7,38,16,8,14,46,39,26.0
841,c-1082,s-2014,FR1,8,38,16,8,14,43,42,26.0
842,c-273,s-2014,FR1,9,38,13,11,14,35,42,26.0
843,c-855,s-2014,FR1,10,38,15,4,19,41,55,26.0
844,c-417,s-2014,FR1,11,38,13,9,16,44,53,26.0
845,c-595,s-2014,FR1,12,38,12,11,15,37,46,26.0
846,c-1162,s-2014,FR1,13,38,12,10,16,54,55,26.0
847,c-995,s-2014,FR1,14,38,11,12,15,29,40,26.0
848,c-1421,s-2014,FR1,15,38,12,8,18,47,66,26.0
849,c-1158,s-2014,FR1,16,38,12,7,19,44,50,26.0
850,c-415,s-2014,FR1,17,38,12,6,20,43,64,26.0
851,c-14171,s-2014,FR1,18,38,11,4,23,41,62,26.0
852,c-347,s-2014,FR1,19,38,7,9,22,31,61,26.0
853,c-826,s-2014,FR1,20,38,7,8,23,32,61,26.0
854,c-583,s-2015,FR1,1,38,30,6,2,102,19,26.0
855,c-1041,s-2015,FR1,2,38,19,8,11,67,43,26.0
856,c-162,s-2015,FR1,3,38,17,14,7,57,50,26.0
857,c-417,s-2015,FR1,4,38,18,9,11,58,41,26.0
858,c-1082,s-2015,FR1,5,38,15,15,8,39,27,26.0
859,c-618,s-2015,FR1,6,38,17,7,14,42,37,26.0
860,c-1162,s-2015,FR1,7,38,16,6,16,39,52,26.0
