,club_id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transform_record,foriegners
23,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
24,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
25,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
26,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
27,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
28,c-289,Sunderland AFC,n-189,,59.25m,Stadium of Light,26,23.5,6,-6060000.0,12
29,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
30,c-931,Fulham FC,n-189,,253.50m,Craven Cottage,24,28.1,14,-49300000.0,22
31,c-355,Bolton Wanderers,n-189,,19.50m,University of Bolton Stadium,25,26.1,3,30000.0,14
32,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
33,c-1039,Queens Park Rangers,n-189,,51.60m,Loftus Road Stadium,26,25.9,8,900000.0,15
34,c-164,Blackburn Rovers,n-189,,70.65m,Ewood Park,27,24.0,4,-1750000.0,8
35,c-543,Wolverhampton Wanderers,n-189,,398.70m,Molineux Stadium,28,26.2,14,-114240000.0,24
36,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
37,c-1071,Wigan Athletic,n-189,,19.95m,DW Stadium,27,27.9,8,0.0,15
38,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
39,c-1123,Norwich City,n-189,,104.60m,Carrow Road,25,26.0,12,-10330000.0,17
40,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
41,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
42,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
43,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
44,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
45,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
46,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
47,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
48,c-289,Sunderland AFC,n-189,,59.25m,Stadium of Light,26,23.5,6,-6060000.0,12
49,c-1039,Queens Park Rangers,n-189,,51.60m,Loftus Road Stadium,26,25.9,8,900000.0,15
50,c-931,Fulham FC,n-189,,253.50m,Craven Cottage,24,28.1,14,-49300000.0,22
51,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
52,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
53,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
54,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
55,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
56,c-1071,Wigan Athletic,n-189,,19.95m,DW Stadium,27,27.9,8,0.0,15
57,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
58,c-1123,Norwich City,n-189,,104.60m,Carrow Road,25,26.0,12,-10330000.0,17
59,c-1032,Reading FC,n-189,,35.50m,Select Car Leasing Stadium,27,27.1,7,0.0,17
60,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
61,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
62,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
63,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
64,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
65,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
66,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
67,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
68,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
69,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
70,c-289,Sunderland AFC,n-189,,59.25m,Stadium of Light,26,23.5,6,-6060000.0,12
71,c-931,Fulham FC,n-189,,253.50m,Craven Cottage,24,28.1,14,-49300000.0,22
72,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
73,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
74,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
75,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
76,c-1123,Norwich City,n-189,,104.60m,Carrow Road,25,26.0,12,-10330000.0,17
77,c-603,Cardiff City,n-189,,44.20m,Cardiff City Stadium,28,25.5,8,-655000.0,24
78,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
79,c-3008,Hull City,n-189,,59.20m,MKM Stadium,28,25.0,6,7500000.0,17
80,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
81,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
82,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
83,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
84,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
85,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
86,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
87,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
88,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
89,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
90,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
91,c-3008,Hull City,n-189,,59.20m,MKM Stadium,28,25.0,6,7500000.0,17
92,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
93,c-1039,Queens Park Rangers,n-189,,51.60m,Loftus Road Stadium,26,25.9,8,900000.0,15
94,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
95,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
96,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
97,c-289,Sunderland AFC,n-189,,59.25m,Stadium of Light,26,23.5,6,-6060000.0,12
98,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
99,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
100,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
101,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
102,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
103,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
104,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
105,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
106,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
107,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
108,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
109,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
110,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
111,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
112,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
113,c-1010,Watford FC,n-189,,129.55m,Vicarage Road,30,26.3,12,42020000.0,24
114,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
115,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
116,c-1123,Norwich City,n-189,,104.60m,Carrow Road,25,26.0,12,-10330000.0,17
117,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
118,c-289,Sunderland AFC,n-189,,59.25m,Stadium of Light,26,23.5,6,-6060000.0,12
119,c-989,AFC Bournemouth,n-189,,243.70m,Vitality Stadium,27,26.6,13,-83100000.0,16
120,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
121,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
122,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
123,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
124,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
125,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
126,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
127,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
128,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
129,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
130,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
131,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
132,c-1010,Watford FC,n-189,,129.55m,Vicarage Road,30,26.3,12,42020000.0,24
133,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
134,c-3008,Hull City,n-189,,59.20m,MKM Stadium,28,25.0,6,7500000.0,17
135,c-289,Sunderland AFC,n-189,,59.25m,Stadium of Light,26,23.5,6,-6060000.0,12
136,c-989,AFC Bournemouth,n-189,,243.70m,Vitality Stadium,27,26.6,13,-83100000.0,16
137,c-641,Middlesbrough FC,n-189,,81.55m,Riverside Stadium,25,26.1,6,16680000.0,8
138,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
139,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
140,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
141,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
142,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
143,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
144,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
145,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
146,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
147,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
148,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
149,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
150,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
151,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
152,c-1010,Watford FC,n-189,,129.55m,Vicarage Road,30,26.3,12,42020000.0,24
153,c-512,Stoke City,n-189,,52.25m,bet365 Stadium,24,26.7,6,17000000.0,9
154,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
155,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
156,c-2288,Swansea City,n-189,,44.75m,Swansea.com Stadium,22,24.8,4,8350000.0,17
157,c-1237,Brighton & Hove Albion,n-189,,358.70m,AMEX Stadium,25,24.8,14,82170000.0,18
158,c-989,AFC Bournemouth,n-189,,243.70m,Vitality Stadium,27,26.6,13,-83100000.0,16
159,c-1110,Huddersfield Town,n-189,,28.25m,John Smith's Stadium,33,26.7,3,11280000.0,12
160,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
161,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
162,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
163,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
164,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
165,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
166,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
167,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
168,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
169,c-989,AFC Bournemouth,n-189,,243.70m,Vitality Stadium,27,26.6,13,-83100000.0,16
170,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
171,c-543,Wolverhampton Wanderers,n-189,,398.70m,Molineux Stadium,28,26.2,14,-114240000.0,24
172,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
173,c-931,Fulham FC,n-189,,253.50m,Craven Cottage,24,28.1,14,-49300000.0,22
174,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
175,c-1010,Watford FC,n-189,,129.55m,Vicarage Road,30,26.3,12,42020000.0,24
176,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
177,c-1237,Brighton & Hove Albion,n-189,,358.70m,AMEX Stadium,25,24.8,14,82170000.0,18
178,c-1110,Huddersfield Town,n-189,,28.25m,John Smith's Stadium,33,26.7,3,11280000.0,12
179,c-603,Cardiff City,n-189,,44.20m,Cardiff City Stadium,28,25.5,8,-655000.0,24
180,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
181,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
182,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
183,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
184,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
185,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
186,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
187,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
188,c-543,Wolverhampton Wanderers,n-189,,398.70m,Molineux Stadium,28,26.2,14,-114240000.0,24
189,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
190,c-989,AFC Bournemouth,n-189,,243.70m,Vitality Stadium,27,26.6,13,-83100000.0,16
191,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
192,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
193,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
194,c-1237,Brighton & Hove Albion,n-189,,358.70m,AMEX Stadium,25,24.8,14,82170000.0,18
195,c-1010,Watford FC,n-189,,129.55m,Vicarage Road,30,26.3,12,42020000.0,24
196,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
197,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
198,c-1123,Norwich City,n-189,,104.60m,Carrow Road,25,26.0,12,-10330000.0,17
199,c-350,Sheffield United,n-189,,105.20m,Bramall Lane,27,26.7,9,-4500000.0,14
200,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
201,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
202,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
203,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
204,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
205,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
206,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
207,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
208,c-543,Wolverhampton Wanderers,n-189,,398.70m,Molineux Stadium,28,26.2,14,-114240000.0,24
209,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
210,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
211,c-1237,Brighton & Hove Albion,n-189,,358.70m,AMEX Stadium,25,24.8,14,82170000.0,18
212,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
213,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
214,c-931,Fulham FC,n-189,,253.50m,Craven Cottage,24,28.1,14,-49300000.0,22
215,c-399,Leeds United,n-189,,318.00m,Elland Road,24,25.6,8,-31090000.0,19
216,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
217,c-350,Sheffield United,n-189,,105.20m,Bramall Lane,27,26.7,9,-4500000.0,14
218,c-984,West Bromwich Albion,n-189,,63.95m,The Hawthorns,25,27.8,4,-1350000.0,8
219,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
220,c-281,Manchester City,n-189,,1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
221,c-31,Liverpool FC,n-189,,879.00m,Anfield,30,26.7,17,-56600000.0,21
222,c-631,Chelsea FC,n-189,,1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
223,c-985,Manchester United,n-189,,795.70m,Old Trafford,32,26.0,18,-230030000.0,20
224,c-148,Tottenham Hotspur,n-189,,680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
225,c-11,Arsenal FC,n-189,,890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
226,c-1003,Leicester City,n-189,,443.10m,King Power Stadium,27,27.0,17,33400000.0,19
227,c-405,Aston Villa,n-189,,437.00m,Villa Park,23,27.2,14,-46140000.0,16
228,c-29,Everton FC,n-189,,352.90m,Goodison Park,25,27.4,8,25400000.0,11
229,c-543,Wolverhampton Wanderers,n-189,,398.70m,Molineux Stadium,28,26.2,14,-114240000.0,24
230,c-379,West Ham United,n-189,,451.50m,London Stadium,22,28.3,13,-172450000.0,16
231,c-1237,Brighton & Hove Albion,n-189,,358.70m,AMEX Stadium,25,24.8,14,82170000.0,18
232,c-762,Newcastle United,n-189,,494.30m,St James' Park,29,27.4,11,-172050000.0,17
233,c-399,Leeds United,n-189,,318.00m,Elland Road,24,25.6,8,-31090000.0,19
234,c-180,Southampton FC,n-189,,397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
235,c-1148,Brentford FC,n-189,,318.60m,Brentford Community Stadium,25,25.6,15,-47900000.0,19
236,c-873,Crystal Palace,n-189,,309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
237,c-1123,Norwich City,n-189,,104.60m,Carrow Road,25,26.0,12,-10330000.0,17
238,c-1010,Watford FC,n-189,,129.55m,Vicarage Road,30,26.3,12,42020000.0,24
239,c-1132,Burnley FC,n-189,,131.55m,Turf Moor,26,25.1,12,33259999.999999996,18
240,c-281,Manchester City,n-189,"Nov 23, 1880",1.05bn,Etihad Stadium,24,26.8,17,11670000.0,16
241,c-631,Chelsea FC,n-189,"Mar 10, 1905",1.02bn,Stamford Bridge,32,25.5,23,-543660000.0,21
242,c-11,Arsenal FC,n-189,"Dec 1, 1886",890.00m,Emirates Stadium,23,25.2,17,-168560000.0,16
243,c-31,Liverpool FC,n-189,"Mar 15, 1892",879.00m,Anfield,30,26.7,17,-56600000.0,21
244,c-985,Manchester United,n-189,"Mar 5, 1878",795.70m,Old Trafford,32,26.0,18,-230030000.0,20
245,c-148,Tottenham Hotspur,n-189,"Sep 5, 1882",680.30m,Tottenham Hotspur Stadium,25,26.7,16,-139150000.0,17
246,c-762,Newcastle United,n-189,"Dec 9, 1892",494.30m,St James' Park,29,27.4,11,-172050000.0,17
247,c-379,West Ham United,n-189,"Jan 1, 1895",451.50m,London Stadium,22,28.3,13,-172450000.0,16
248,c-1003,Leicester City,n-189,"Jan 1, 1884",443.10m,King Power Stadium,27,27.0,17,33400000.0,19
249,c-405,Aston Villa,n-189,"Mar 1, 1874",437.00m,Villa Park,23,27.2,14,-46140000.0,16
250,c-543,Wolverhampton Wanderers,n-189,"Jan 13, 1877",398.70m,Molineux Stadium,28,26.2,14,-114240000.0,24
251,c-180,Southampton FC,n-189,"Nov 21, 1885",397.00m,St Mary's Stadium,30,25.5,15,-138150000.0,21
252,c-1237,Brighton & Hove Albion,n-189,"Jul 24, 1901",358.70m,AMEX Stadium,25,24.8,14,82170000.0,18
253,c-29,Everton FC,n-189,"Jun 1, 1878",352.90m,Goodison Park,25,27.4,8,25400000.0,11
254,c-703,Nottingham Forest,n-189,"Jan 1, 1865",332.65m,The City Ground,35,28.2,19,-190250000.0,23
255,c-1148,Brentford FC,n-189,"Oct 9, 1889",318.60m,Brentford Community Stadium,25,25.6,15,-47900000.0,19
256,c-399,Leeds United,n-189,"Oct 17, 1919",318.00m,Elland Road,24,25.6,8,-31090000.0,19
257,c-873,Crystal Palace,n-189,"Jan 1, 1905",309.95m,Selhurst Park,25,27.0,7,-41150000.0,15
258,c-931,Fulham FC,n-189,"Dec 21, 1879",253.50m,Craven Cottage,24,28.1,14,-49300000.0,22
259,c-989,AFC Bournemouth,n-189,"Jan 1, 1899",243.70m,Vitality Stadium,27,26.6,13,-83100000.0,16
260,c-27,Bayern Munich,n-40,,979.70m,Allianz Arena,27,26.5,21,-41400000.0,16
261,c-16,Borussia Dortmund,n-40,,547.70m,SIGNAL IDUNA PARK,33,24.6,16,-25100000.0,16
262,c-33,FC Schalke 04,n-40,,60.40m,Veltins-Arena,32,27.3,6,11120000.0,18
263,c-86,SV Werder Bremen,n-40,,80.55m,Wohninvest-Weserstadion,26,25.3,6,-2150000.0,9
264,c-15,Bayer 04 Leverkusen,n-40,,421.85m,BayArena,27,24.9,13,-5600000.0,19
265,c-82,VfL Wolfsburg,n-40,,200.70m,Volkswagen Arena,25,24.6,10,-12050000.0,15
266,c-533,TSG 1899 Hoffenheim,n-40,,154.65m,PreZero Arena,31,25.9,9,40400000.0,17
267,c-41,Hamburger SV,n-40,,37.65m,Volksparkstadion,30,23.6,4,-6000000.0,15
268,c-79,VfB Stuttgart,n-40,,115.95m,Mercedes-Benz Arena,30,23.6,8,37810000.0,16
269,c-3,1.FC Köln,n-40,,101.93m,RheinEnergieSTADION,34,24.7,7,5520000.0,11
270,c-18,Borussia Mönchengladbach,n-40,,223.00m,Stadion im Borussia-Park,27,26.0,10,-2000000.0,14
271,c-42,Hannover 96,n-40,,23.53m,Heinz-von-Heiden-Arena,28,25.0,1,-300000.0,6
272,c-39,1.FSV Mainz 05,n-40,,113.70m,Mewa Arena,27,25.2,9,450000.0,13
273,c-4,1.FC Nuremberg,n-40,,25.75m,Max-Morlock-Stadion,33,25.2,2,2630000.0,7
274,c-60,SC Freiburg,n-40,,161.90m,Europa-Park Stadion,26,26.3,10,5430000.0,10
275,c-2,1.FC Kaiserslautern,n-40,,13.78m,Fritz-Walter-Stadion,27,26.8,0,-400000.0,4
276,c-24,Eintracht Frankfurt,n-40,,294.45m,Deutsche Bank Park,31,25.1,11,-9400000.0,18
277,c-35,FC St. Pauli,n-40,,24.75m,Millerntor-Stadion,32,25.1,6,900000.0,16
278,c-27,Bayern Munich,n-40,,979.70m,Allianz Arena,27,26.5,21,-41400000.0,16
279,c-16,Borussia Dortmund,n-40,,547.70m,SIGNAL IDUNA PARK,33,24.6,16,-25100000.0,16
280,c-33,FC Schalke 04,n-40,,60.40m,Veltins-Arena,32,27.3,6,11120000.0,18
281,c-15,Bayer 04 Leverkusen,n-40,,421.85m,BayArena,27,24.9,13,-5600000.0,19
282,c-82,VfL Wolfsburg,n-40,,200.70m,Volkswagen Arena,25,24.6,10,-12050000.0,15
283,c-79,VfB Stuttgart,n-40,,115.95m,Mercedes-Benz Arena,30,23.6,8,37810000.0,16
284,c-86,SV Werder Bremen,n-40,,80.55m,Wohninvest-Weserstadion,26,25.3,6,-2150000.0,9
285,c-533,TSG 1899 Hoffenheim,n-40,,154.65m,PreZero Arena,31,25.9,9,40400000.0,17
286,c-18,Borussia Mönchengladbach,n-40,,223.00m,Stadion im Borussia-Park,27,26.0,10,-2000000.0,14
287,c-41,Hamburger SV,n-40,,37.65m,Volksparkstadion,30,23.6,4,-6000000.0,15
288,c-42,Hannover 96,n-40,,23.53m,Heinz-von-Heiden-Arena,28,25.0,1,-300000.0,6
289,c-60,SC Freiburg,n-40,,161.90m,Europa-Park Stadion,26,26.3,10,5430000.0,10
290,c-3,1.FC Köln,n-40,,101.93m,RheinEnergieSTADION,34,24.7,7,5520000.0,11
291,c-4,1.FC Nuremberg,n-40,,25.75m,Max-Morlock-Stadion,33,25.2,2,2630000.0,7
292,c-39,1.FSV Mainz 05,n-40,,113.70m,Mewa Arena,27,25.2,9,450000.0,13
293,c-44,Hertha BSC,n-40,,92.35m,Olympiastadion Berlin,29,26.1,8,16200000.0,16
294,c-2,1.FC Kaiserslautern,n-40,,13.78m,Fritz-Walter-Stadion,27,26.8,0,-400000.0,4
295,c-167,FC Augsburg,n-40,,117.15m,WWK ARENA,32,25.3,6,-4650000.0,19
296,c-27,Bayern Munich,n-40,,979.70m,Allianz Arena,27,26.5,21,-41400000.0,16
297,c-16,Borussia Dortmund,n-40,,547.70m,SIGNAL IDUNA PARK,33,24.6,16,-25100000.0,16
298,c-33,FC Schalke 04,n-40,,60.40m,Veltins-Arena,32,27.3,6,11120000.0,18
299,c-15,Bayer 04 Leverkusen,n-40,,421.85m,BayArena,27,24.9,13,-5600000.0,19
