id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transfer_record,foreigners,season,market_value,league_id
c-10679,,,,,,,,,,,,,
c-15444,,,,,,,,,,,,,
c-2381,,,,,,,,,,,,,
c-14,,,,,,,,,,,,,
c-3891,,,,,,,,,,,,,
c-11321,,,,,,,,,,,,,
c-26911,,,,,,,,,,,,,
c-25896,,,,,,,,,,,,,
c-6632,,,,,,,,,,,,,
c-12641,,,,,,,,,,,,,
c-29790,,,,,,,,,,,,,
c-3125,,,,,,,,,,,,,
c-7775,,,,,,,,,,,,,
c-70384,,,,,,,,,,,,,
c-51062,,,,,,,,,,,,,
c-76,,,,,,,,,,,,,
c-11061,,,,,,,,,,,,,
c-41452,,,,,,,,,,,,,
c-25620,,,,,,,,,,,,,
c-90399,,,,,,,,,,,,,
c-1114,,,,,,,,,,,,,
c-2300,,,,,,,,,,,,,
c-2723,,,,,,,,,,,,,
c-37535,,,,,,,,,,,,,
c-17428,,,,,,,,,,,,,
c-34318,,,,,,,,,,,,,
c-22639,,,,,,,,,,,,,
c-41942,,,,,,,,,,,,,
c-58957,,,,,,,,,,,,,
c-102720,,,,,,,,,,,,,
c-51592,,,,,,,,,,,,,
c-102830,,,,,,,,,,,,,
c-71084,,,,,,,,,,,,,
c-625,,,,,,,,,,,,,
c-63954,,,,,,,,,,,,,
c-69043,,,,,,,,,,,,,
c-40768,,,,,,,,,,,,,
c-72083,,,,,,,,,,,,,
c-15887,,,,,,,,,,,,,
c-55574,,,,,,,,,,,,,
c-70841,,,,,,,,,,,,,
c-119,,,,,,,,,,,,,
c-1090,,,,,,,,,,,,,
c-10319,,,,,,,,,,,,,
c-12135,,,,,,,,,,,,,
c-66822,,,,,,,,,,,,,
c-67265,,,,,,,,,,,,,
c-10301,,,,,,,,,,,,,
c-938,,,,,,,,,,,,,
c-116,,,,,,,,,,,,,
c-20898,,,,,,,,,,,,,
c-236,,,,,,,,,,,,,
c-17787,,,,,,,,,,,,,
c-76364,,,,,,,,,,,,,
c-41644,,,,,,,,,,,,,
c-23880,,,,,,,,,,,,,
c-1241,,,,,,,,,,,,,
c-50250,,,,,,,,,,,,,
c-17696,,,,,,,,,,,,,
c-44275,,,,,,,,,,,,,
c-9811,,,,,,,,,,,,,
c-24483,,,,,,,,,,,,,
c-9645,,,,,,,,,,,,,
c-19998,,,,,,,,,,,,,
c-10511,,,,,,,,,,,,,
c-19806,,,,,,,,,,,,,
c-5662,,,,,,,,,,,,,
c-31729,,,,,,,,,,,,,
c-31614,,,,,,,,,,,,,
c-6643,,,,,,,,,,,,,
c-23253,,,,,,,,,,,,,
c-1520,,,,,,,,,,,,,
c-14444,,,,,,,,,,,,,
c-36345,,,,,,,,,,,,,
c-42145,,,,,,,,,,,,,
c-4424,,,,,,,,,,,,,
c-7118,,,,,,,,,,,,,
c-72091,,,,,,,,,,,,,
c-59840,,,,,,,,,,,,,
c-64333,,,,,,,,,,,,,
c-16603,,,,,,,,,,,,,
c-384,,,,,,,,,,,,,
c-54158,,,,,,,,,,,,,
c-5084,,,,,,,,,,,,,
c-20590,,,,,,,,,,,,,
c-16811,,,,,,,,,,,,,
c-77806,,,,,,,,,,,,,
c-1062,,,,,,,,,,,,,
c-25746,,,,,,,,,,,,,
c-50595,,,,,,,,,,,,,
c-70298,,,,,,,,,,,,,
c-39854,,,,,,,,,,,,,
c-7119,,,,,,,,,,,,,
c-15173,,,,,,,,,,,,,
c-55424,,,,,,,,,,,,,
c-44212,,,,,,,,,,,,,
c-18008,,,,,,,,,,,,,
c-38136,,,,,,,,,,,,,
c-72081,,,,,,,,,,,,,
c-20031,,,,,,,,,,,,,
c-62558,,,,,,,,,,,,,
c-16606,,,,,,,,,,,,,
c-16622,,,,,,,,,,,,,
c-11959,,,,,,,,,,,,,
c-16387,,,,,,,,,,,,,
c-2410,,,,,,,,,,,,,
c-15879,,,,,,,,,,,,,
c-7656,,,,,,,,,,,,,
c-29423,,,,,,,,,,,,,
c-55156,,,,,,,,,,,,,
c-6112,,,,,,,,,,,,,
c-4053,,,,,,,,,,,,,
c-13297,,,,,,,,,,,,,
c-27086,,,,,,,,,,,,,
c-4639,,,,,,,,,,,,,
c-21296,,,,,,,,,,,,,
c-13235,,,,,,,,,,,,,
c-16171,,,,,,,,,,,,,
c-15481,,,,,,,,,,,,,
c-4602,,,,,,,,,,,,,
c-1411,,,,,,,,,,,,,
c-3165,,,,,,,,,,,,,
c-16482,,,,,,,,,,,,,
c-25187,,,,,,,,,,,,,
c-16631,,,,,,,,,,,,,
c-918,,,,,,,,,,,,,
c-31624,,,,,,,,,,,,,
c-133,,,,,,,,,,,,,
c-7461,,,,,,,,,,,,,
c-52451,,,,,,,,,,,,,
c-54607,,,,,,,,,,,,,
c-5499,,,,,,,,,,,,,
c-8058,,,,,,,,,,,,,
c-29739,,,,,,,,,,,,,
c-70390,,,,,,,,,,,,,
c-1247,,,,,,,,,,,,,
c-25621,,,,,,,,,,,,,
c-27696,,,,,,,,,,,,,
c-8588,,,,,,,,,,,,,
c-17832,,,,,,,,,,,,,
c-2784,,,,,,,,,,,,,
c-83100,,,,,,,,,,,,,
c-42457,,,,,,,,,,,,,
c-13653,,,,,,,,,,,,,
c-81545,,,,,,,,,,,,,
c-77807,,,,,,,,,,,,,
c-63628,,,,,,,,,,,,,
c-37356,,,,,,,,,,,,,
c-60949,,,,,,,,,,,,,
c-504,,,,,,,,,,,,,
c-1277,,,,,,,,,,,,,
c-5502,,,,,,,,,,,,,
c-14543,,,,,,,,,,,,,
c-32339,,,,,,,,,,,,,
c-6894,,,,,,,,,,,,,
c-866,,,,,,,,,,,,,
c-7477,,,,,,,,,,,,,
c-65036,,,,,,,,,,,,,
c-60350,,,,,,,,,,,,,
c-17250,,,,,,,,,,,,,
c-4768,,,,,,,,,,,,,
c-33948,,,,,,,,,,,,,
c-16626,,,,,,,,,,,,,
c-60309,,,,,,,,,,,,,
c-85609,,,,,,,,,,,,,
c-16996,,,,,,,,,,,,,
c-14920,,,,,,,,,,,,,
c-22220,,,,,,,,,,,,,
c-41201,,,,,,,,,,,,,
c-42192,,,,,,,,,,,,,
c-21694,,,,,,,,,,,,,
c-100276,,,,,,,,,,,,,
c-42773,,,,,,,,,,,,,
c-64955,,,,,,,,,,,,,
c-67942,,,,,,,,,,,,,
c-9066,,,,,,,,,,,,,
c-19406,,,,,,,,,,,,,
c-61813,,,,,,,,,,,,,
c-24423,,,,,,,,,,,,,
c-14725,,,,,,,,,,,,,
c-2862,,,,,,,,,,,,,
c-51654,,,,,,,,,,,,,
c-32798,,,,,,,,,,,,,
c-32799,,,,,,,,,,,,,
c-82123,,,,,,,,,,,,,
c-5432,,,,,,,,,,,,,
c-6912,,,,,,,,,,,,,
c-20760,,,,,,,,,,,,,
c-3070,,,,,,,,,,,,,
c-60338,,,,,,,,,,,,,
c-59026,,,,,,,,,,,,,
c-10821,,,,,,,,,,,,,
c-69568,,,,,,,,,,,,,
c-40104,,,,,,,,,,,,,
c-25916,,,,,,,,,,,,,
c-53127,,,,,,,,,,,,,
c-21552,,,,,,,,,,,,,
c-17741,,,,,,,,,,,,,
c-51058,,,,,,,,,,,,,
c-1074,,,,,,,,,,,,,
c-2451,,,,,,,,,,,,,
c-9268,,,,,,,,,,,,,
c-3592,,,,,,,,,,,,,
c-23611,,,,,,,,,,,,,
c-6414,,,,,,,,,,,,,
c-12517,,,,,,,,,,,,,
c-15680,,,,,,,,,,,,,
c-36815,,,,,,,,,,,,,
c-40778,,,,,,,,,,,,,
c-9698,,,,,,,,,,,,,
c-26330,,,,,,,,,,,,,
c-95255,,,,,,,,,,,,,
c-22,,,,,,,,,,,,,
c-2963,,,,,,,,,,,,,
c-36020,,,,,,,,,,,,,
c-19304,,,,,,,,,,,,,
c-9854,,,,,,,,,,,,,
c-19310,,,,,,,,,,,,,
c-25544,,,,,,,,,,,,,
c-3282,,,,,,,,,,,,,
c-69006,,,,,,,,,,,,,
c-56442,,,,,,,,,,,,,
c-85461,,,,,,,,,,,,,
c-21638,,,,,,,,,,,,,
c-11642,,,,,,,,,,,,,
c-13322,,,,,,,,,,,,,
c-27448,,,,,,,,,,,,,
c-10744,,,,,,,,,,,,,
c-2727,,,,,,,,,,,,,
c-10330,,,,,,,,,,,,,
c-14662,,,,,,,,,,,,,
c-14491,,,,,,,,,,,,,
c-1307,,,,,,,,,,,,,
c-4159,,,,,,,,,,,,,
c-14848,,,,,,,,,,,,,
c-13808,,,,,,,,,,,,,
c-9636,,,,,,,,,,,,,
c-308,,,,,,,,,,,,,
c-2646,,,,,,,,,,,,,
c-13613,,,,,,,,,,,,,
c-22045,,,,,,,,,,,,,
c-11368,,,,,,,,,,,,,
c-5215,,,,,,,,,,,,,
c-3270,,,,,,,,,,,,,
c-50655,,,,,,,,,,,,,
c-10233,,,,,,,,,,,,,
c-19922,,,,,,,,,,,,,
c-16775,,,,,,,,,,,,,
c-41164,,,,,,,,,,,,,
c-77795,,,,,,,,,,,,,
c-15943,,,,,,,,,,,,,
c-15616,,,,,,,,,,,,,
c-2063,,,,,,,,,,,,,
c-15107,,,,,,,,,,,,,
c-10885,,,,,,,,,,,,,
c-466,,,,,,,,,,,,,
c-2454,,,,,,,,,,,,,
c-972,,,,,,,,,,,,,
c-899,,,,,,,,,,,,,
c-2964,,,,,,,,,,,,,
c-1078,,,,,,,,,,,,,
c-235,,,,,,,,,,,,,
c-43,,,,,,,,,,,,,
c-1088,,,,,,,,,,,,,
c-48044,,,,,,,,,,,,,
c-57510,,,,,,,,,,,,,
c-1098,,,,,,,,,,,,,
c-50672,,,,,,,,,,,,,
c-7047,,,,,,,,,,,,,
c-56570,,,,,,,,,,,,,
c-14620,,,,,,,,,,,,,
c-9258,,,,,,,,,,,,,
c-6949,,,,,,,,,,,,,
c-53243,,,,,,,,,,,,,
c-6893,,,,,,,,,,,,,
c-2824,,,,,,,,,,,,,
c-51645,,,,,,,,,,,,,
c-52790,,,,,,,,,,,,,
c-51772,,,,,,,,,,,,,
c-25828,,,,,,,,,,,,,
c-1143,,,,,,,,,,,,,
c-22634,,,,,,,,,,,,,
c-25566,,,,,,,,,,,,,
c-190,,,,,,,,,,,,,
c-34888,,,,,,,,,,,,,
c-1198,,,,,,,,,,,,,
c-3716,,,,,,,,,,,,,
c-14460,,,,,,,,,,,,,
c-11199,,,,,,,,,,,,,
c-352,,,,,,,,,,,,,
c-9955,,,,,,,,,,,,,
c-1220,,,,,,,,,,,,,
c-24394,,,,,,,,,,,,,
c-43618,,,,,,,,,,,,,
c-42287,,,,,,,,,,,,,
c-42278,,,,,,,,,,,,,
c-988,,,,,,,,,,,,,
c-634,,,,,,,,,,,,,
c-38269,,,,,,,,,,,,,
c-2578,,,,,,,,,,,,,
c-18258,,,,,,,,,,,,,
c-32801,,,,,,,,,,,,,
c-66645,,,,,,,,,,,,,
c-1042,,,,,,,,,,,,,
c-12804,,,,,,,,,,,,,
c-6920,,,,,,,,,,,,,
c-50769,,,,,,,,,,,,,
c-32804,,,,,,,,,,,,,
c-14700,,,,,,,,,,,,,
c-51941,,,,,,,,,,,,,
c-81574,,,,,,,,,,,,,
c-1211,,,,,,,,,,,,,
c-370,,,,,,,,,,,,,
c-677,,,,,,,,,,,,,
c-3494,,,,,,,,,,,,,
c-49393,,,,,,,,,,,,,
c-34282,,,,,,,,,,,,,
c-1020,,,,,,,,,,,,,
c-2436,,,,,,,,,,,,,
c-2180,,,,,,,,,,,,,
c-6939,,,,,,,,,,,,,
c-2655,,,,,,,,,,,,,
c-32013,,,,,,,,,,,,,
c-45930,,,,,,,,,,,,,
c-6699,,,,,,,,,,,,,
c-1194,,,,,,,,,,,,,
c-2455,,,,,,,,,,,,,
c-2805,,,,,,,,,,,,,
c-9614,,,,,,,,,,,,,
c-9250,,,,,,,,,,,,,
c-6918,,,,,,,,,,,,,
c-12745,,,,,,,,,,,,,
c-32790,,,,,,,,,,,,,
c-9817,,,,,,,,,,,,,
c-26927,,,,,,,,,,,,,
c-52975,,,,,,,,,,,,,
c-698,,,,,,,,,,,,,
c-2311,,,,,,,,,,,,,
c-13925,,,,,,,,,,,,,
c-3371,,,,,,,,,,,,,
c-3717,,,,,,,,,,,,,
c-2804,,,,,,,,,,,,,
c-6066,,,,,,,,,,,,,
c-20786,,,,,,,,,,,,,
c-20953,,,,,,,,,,,,,
c-2794,,,,,,,,,,,,,
c-3827,,,,,,,,,,,,,
c-990,,,,,,,,,,,,,
c-37487,,,,,,,,,,,,,
c-502,,,,,,,,,,,,,
c-13314,,,,,,,,,,,,,
c-11046,,,,,,,,,,,,,
c-4662,,,,,,,,,,,,,
c-75551,,,,,,,,,,,,,
c-15482,,,,,,,,,,,,,
c-3187,,,,,,,,,,,,,
c-175,,,,,,,,,,,,,
c-5069,,,,,,,,,,,,,
c-52994,,,,,,,,,,,,,
c-1023,,,,,,,,,,,,,
c-29418,,,,,,,,,,,,,
c-3330,,,,,,,,,,,,,
c-18134,,,,,,,,,,,,,
c-6950,,,,,,,,,,,,,
c-15038,,,,,,,,,,,,,
c-7875,,,,,,,,,,,,,
c-59856,,,,,,,,,,,,,
c-66274,,,,,,,,,,,,,
c-14876,,,,,,,,,,,,,
c-33115,,,,,,,,,,,,,
c-2462,,,,,,,,,,,,,
c-14702,,,,,,,,,,,,,
c-15029,,,,,,,,,,,,,
c-7817,,,,,,,,,,,,,
c-40466,,,,,,,,,,,,,
c-40465,,,,,,,,,,,,,
c-58006,,,,,,,,,,,,,
c-45604,,,,,,,,,,,,,
c-15083,,,,,,,,,,,,,
c-31367,,,,,,,,,,,,,
c-22800,,,,,,,,,,,,,
c-1112,,,,,,,,,,,,,
c-511,,,,,,,,,,,,,
c-50678,,,,,,,,,,,,,
c-16282,,,,,,,,,,,,,
c-10006,,,,,,,,,,,,,
c-43283,,,,,,,,,,,,,
c-1681,,,,,,,,,,,,,
c-895,,,,,,,,,,,,,
c-10820,,,,,,,,,,,,,
c-1254,,,,,,,,,,,,,
c-28488,,,,,,,,,,,,,
c-5677,,,,,,,,,,,,,
c-18665,,,,,,,,,,,,,
c-25580,,,,,,,,,,,,,
c-7831,,,,,,,,,,,,,
c-26205,,,,,,,,,,,,,
c-11177,,,,,,,,,,,,,
c-38987,,,,,,,,,,,,,
c-2783,,,,,,,,,,,,,
c-1073,,,,,,,,,,,,,
c-18169,,,,,,,,,,,,,
c-21667,,,,,,,,,,,,,
c-15693,,,,,,,,,,,,,
c-6922,,,,,,,,,,,,,
c-12805,,,,,,,,,,,,,
c-903,,,,,,,,,,,,,
c-6942,,,,,,,,,,,,,
c-15372,,,,,,,,,,,,,
c-15102,,,,,,,,,,,,,
c-42208,,,,,,,,,,,,,
c-8023,,,,,,,,,,,,,
c-6483,,,,,,,,,,,,,
c-42049,,,,,,,,,,,,,
c-3135,,,,,,,,,,,,,
c-6335,,,,,,,,,,,,,
c-36224,,,,,,,,,,,,,
c-10690,,,,,,,,,,,,,
c-1219,,,,,,,,,,,,,
c-8152,,,,,,,,,,,,,
c-135,,,,,,,,,,,,,
c-13907,,,,,,,,,,,,,
c-32688,,,,,,,,,,,,,
c-1031,,,,,,,,,,,,,
c-2262,,,,,,,,,,,,,
c-3688,,,,,,,,,,,,,
c-14651,,,,,,,,,,,,,
c-53301,,,,,,,,,,,,,
c-12748,,,,,,,,,,,,,
c-7723,,,,,,,,,,,,,
c-42305,,,,,,,,,,,,,
c-2125,,,,,,,,,,,,,
c-15131,,,,,,,,,,,,,
c-25046,,,,,,,,,,,,,
c-36546,,,,,,,,,,,,,
c-69261,,,,,,,,,,,,,
c-14983,,,,,,,,,,,,,
c-3713,,,,,,,,,,,,,
c-6932,,,,,,,,,,,,,
c-40637,,,,,,,,,,,,,
c-40636,,,,,,,,,,,,,
c-40634,,,,,,,,,,,,,
c-3369,,,,,,,,,,,,,
c-42123,,,,,,,,,,,,,
c-15897,,,,,,,,,,,,,
c-15519,,,,,,,,,,,,,
c-24021,,,,,,,,,,,,,
c-1060,,,,,,,,,,,,,
c-2793,,,,,,,,,,,,,
c-14987,,,,,,,,,,,,,
c-3684,,,,,,,,,,,,,
c-50683,,,,,,,,,,,,,
c-52906,,,,,,,,,,,,,
c-50780,,,,,,,,,,,,,
c-1463,,,,,,,,,,,,,
c-21073,,,,,,,,,,,,,
c-11877,,,,,,,,,,,,,
c-39720,,,,,,,,,,,,,
c-39721,,,,,,,,,,,,,
c-39732,,,,,,,,,,,,,
c-12795,,,,,,,,,,,,,
c-35642,,,,,,,,,,,,,
c-10824,,,,,,,,,,,,,
c-52915,,,,,,,,,,,,,
c-29815,,,,,,,,,,,,,
c-34201,,,,,,,,,,,,,
c-23384,,,,,,,,,,,,,
c-91144,,,,,,,,,,,,,
c-64599,,,,,,,,,,,,,
c-596,,,,,,,,,,,,,
c-9103,,,,,,,,,,,,,
c-27920,,,,,,,,,,,,,
c-16668,,,,,,,,,,,,,
c-12760,,,,,,,,,,,,,
c-17596,,,,,,,,,,,,,
c-404,,,,,,,,,,,,,
c-4694,,,,,,,,,,,,,
c-3455,,,,,,,,,,,,,
c-1072,,,,,,,,,,,,,
c-9607,,,,,,,,,,,,,
c-68212,,,,,,,,,,,,,
c-15494,,,,,,,,,,,,,
c-413,,,,,,,,,,,,,
c-7437,,,,,,,,,,,,,
c-4420,,,,,,,,,,,,,
c-42838,,,,,,,,,,,,,
c-42837,,,,,,,,,,,,,
c-20982,,,,,,,,,,,,,
c-47948,,,,,,,,,,,,,
c-51433,,,,,,,,,,,,,
c-10161,,,,,,,,,,,,,
c-14626,,,,,,,,,,,,,
c-20475,,,,,,,,,,,,,
c-12806,,,,,,,,,,,,,
c-5231,,,,,,,,,,,,,
c-36777,,,,,,,,,,,,,
c-52151,,,,,,,,,,,,,
c-72445,,,,,,,,,,,,,
c-14364,,,,,,,,,,,,,
c-10598,,,,,,,,,,,,,
c-18916,,,,,,,,,,,,,
c-566,,,,,,,,,,,,,
c-14645,,,,,,,,,,,,,
c-87305,,,,,,,,,,,,,
c-1150,,,,,,,,,,,,,
c-2509,,,,,,,,,,,,,
c-21063,,,,,,,,,,,,,
c-88015,,,,,,,,,,,,,
c-86952,,,,,,,,,,,,,
c-91889,,,,,,,,,,,,,
c-99520,,,,,,,,,,,,,
c-1389,,,,,,,,,,,,,
c-15591,,,,,,,,,,,,,
c-10459,,,,,,,,,,,,,
c-66477,,,,,,,,,,,,,
c-54525,,,,,,,,,,,,,
c-49404,,,,,,,,,,,,,
c-9259,,,,,,,,,,,,,
c-21959,,,,,,,,,,,,,
c-18561,,,,,,,,,,,,,
c-62504,,,,,,,,,,,,,
c-55685,,,,,,,,,,,,,
c-3697,,,,,,,,,,,,,
c-3539,,,,,,,,,,,,,
c-15095,,,,,,,,,,,,,
c-7020,,,,,,,,,,,,,
c-7609,,,,,,,,,,,,,
c-4282,,,,,,,,,,,,,
c-9252,,,,,,,,,,,,,
c-50906,,,,,,,,,,,,,
c-83018,,,,,,,,,,,,,
c-365,,,,,,,,,,,,,
c-52196,,,,,,,,,,,,,
c-24212,,,,,,,,,,,,,
c-12335,,,,,,,,,,,,,
c-2814,,,,,,,,,,,,,
c-986,,,,,,,,,,,,,
c-36151,,,,,,,,,,,,,
c-3537,,,,,,,,,,,,,
c-23297,,,,,,,,,,,,,
c-83892,,,,,,,,,,,,,
c-40604,,,,,,,,,,,,,
c-83803,,,,,,,,,,,,,
c-2413,,,,,,,,,,,,,
c-12797,,,,,,,,,,,,,
c-58235,,,,,,,,,,,,,
c-10920,,,,,,,,,,,,,
c-6,,,,,,,,,,,,,
c-18149,,,,,,,,,,,,,
c-52983,,,,,,,,,,,,,
c-15055,,,,,,,,,,,,,
c-49392,,,,,,,,,,,,,
c-970,,,,,,,,,,,,,
c-3824,,,,,,,,,,,,,
c-14648,,,,,,,,,,,,,
c-52928,,,,,,,,,,,,,
c-57520,,,,,,,,,,,,,
c-81293,,,,,,,,,,,,,
c-1321,,,,,,,,,,,,,
c-941,,,,,,,,,,,,,
c-14816,,,,,,,,,,,,,
c-19004,,,,,,,,,,,,,
c-9261,,,,,,,,,,,,,
c-14465,,,,,,,,,,,,,
c-91862,,,,,,,,,,,,,
c-10948,,,,,,,,,,,,,
c-35188,,,,,,,,,,,,,
c-12808,,,,,,,,,,,,,
c-8780,,,,,,,,,,,,,
c-15254,,,,,,,,,,,,,
c-8794,,,,,,,,,,,,,
c-7535,,,,,,,,,,,,,
c-9231,,,,,,,,,,,,,
c-22149,,,,,,,,,,,,,
c-14704,,,,,,,,,,,,,
c-21080,,,,,,,,,,,,,
c-34328,,,,,,,,,,,,,
c-54168,,,,,,,,,,,,,
c-2999,,,,,,,,,,,,,
c-31030,,,,,,,,,,,,,
c-31025,,,,,,,,,,,,,
c-123,,,,,,,,,,,,,
c-987,,,,,,,,,,,,,
c-10680,,,,,,,,,,,,,
c-2926,,,,,,,,,,,,,
c-26897,,,,,,,,,,,,,
c-8924,,,,,,,,,,,,,
c-45475,,,,,,,,,,,,,
c-2553,,,,,,,,,,,,,
c-31033,,,,,,,,,,,,,
c-31029,,,,,,,,,,,,,
c-34285,,,,,,,,,,,,,
c-19771,,,,,,,,,,,,,
c-1100,,,,,,,,,,,,,
c-204,,,,,,,,,,,,,
c-3174,,,,,,,,,,,,,
c-10632,,,,,,,,,,,,,
c-30111,,,,,,,,,,,,,
c-4074,,,,,,,,,,,,,
c-9262,,,,,,,,,,,,,
c-1089,,,,,,,,,,,,,
c-6697,,,,,,,,,,,,,
c-6898,,,,,,,,,,,,,
c-2414,,,,,,,,,,,,,
c-2925,,,,,,,,,,,,,
c-7123,,,,,,,,,,,,,
c-39210,,,,,,,,,,,,,
c-7454,,,,,,,,,,,,,
c-4279,,,,,,,,,,,,,
c-107229,,,,,,,,,,,,,
c-14389,,,,,,,,,,,,,
c-47199,,,,,,,,,,,,,
c-16879,,,,,,,,,,,,,
c-46912,,,,,,,,,,,,,
c-2444,,,,,,,,,,,,,
c-4383,,,,,,,,,,,,,
c-6611,,,,,,,,,,,,,
c-42818,,,,,,,,,,,,,
c-42817,,,,,,,,,,,,,
c-48695,,,,,,,,,,,,,
c-1076,,,,,,,,,,,,,
c-271,,,,,,,,,,,,,
c-521,,,,,,,,,,,,,
c-20500,,,,,,,,,,,,,
c-2987,,,,,,,,,,,,,
c-2759,,,,,,,,,,,,,
c-11334,,,,,,,,,,,,,
c-18241,,,,,,,,,,,,,
c-4310,,,,,,,,,,,,,
c-4806,,,,,,,,,,,,,
c-46717,,,,,,,,,,,,,
c-321,,,,,,,,,,,,,
c-15900,,,,,,,,,,,,,
c-2577,,,,,,,,,,,,,
c-3820,,,,,,,,,,,,,
c-6064,,,,,,,,,,,,,
c-3046,,,,,,,,,,,,,
c-30806,,,,,,,,,,,,,
c-20924,,,,,,,,,,,,,
c-5817,,,,,,,,,,,,,
c-5619,,,,,,,,,,,,,
c-2047,,,,,,,,,,,,,
c-15665,,,,,,,,,,,,,
c-14482,,,,,,,,,,,,,
c-84125,,,,,,,,,,,,,
c-7067,,,,,,,,,,,,,
c-51663,,,,,,,,,,,,,
c-32580,,,,,,,,,,,,,
c-1196,,,,,,,,,,,,,
c-9068,,,,,,,,,,,,,
c-31188,,,,,,,,,,,,,
c-9643,,,,,,,,,,,,,
c-20428,,,,,,,,,,,,,
c-1218,,,,,,,,,,,,,
c-9463,,,,,,,,,,,,,
c-33717,,,,,,,,,,,,,
c-12629,,,,,,,,,,,,,
c-6951,,,,,,,,,,,,,
c-31130,,,,,,,,,,,,,
c-23088,,,,,,,,,,,,,
c-22502,,,,,,,,,,,,,
c-27843,,,,,,,,,,,,,
c-52795,,,,,,,,,,,,,
c-6168,,,,,,,,,,,,,
c-39188,,,,,,,,,,,,,
c-6954,,,,,,,,,,,,,
c-7112,,,,,,,,,,,,,
c-32498,,,,,,,,,,,,,
c-14619,,,,,,,,,,,,,
c-9837,,,,,,,,,,,,,
c-14772,,,,,,,,,,,,,
c-22803,,,,,,,,,,,,,
c-18144,,,,,,,,,,,,,
c-6642,,,,,,,,,,,,,
c-9781,,,,,,,,,,,,,
c-9735,,,,,,,,,,,,,
c-3825,,,,,,,,,,,,,
c-18619,,,,,,,,,,,,,
c-14322,,,,,,,,,,,,,
c-3698,,,,,,,,,,,,,
c-1053,,,,,,,,,,,,,
c-52882,,,,,,,,,,,,,
c-68471,,,,,,,,,,,,,
c-12801,,,,,,,,,,,,,
c-80446,,,,,,,,,,,,,
c-19789,,,,,,,,,,,,,
c-1397,,,,,,,,,,,,,
c-12753,,,,,,,,,,,,,
c-1189,,,,,,,,,,,,,
c-1195,,,,,,,,,,,,,
c-15288,,,,,,,,,,,,,
c-53183,,,,,,,,,,,,,
c-77101,,,,,,,,,,,,,
c-6924,,,,,,,,,,,,,
c-65515,,,,,,,,,,,,,
c-67281,,,,,,,,,,,,,
c-10850,,,,,,,,,,,,,
c-69157,,,,,,,,,,,,,
c-85572,,,,,,,,,,,,,
c-18720,,,,,,,,,,,,,
c-12869,,,,,,,,,,,,,
c-32795,,,,,,,,,,,,,
c-73052,,,,,,,,,,,,,
c-14656,,,,,,,,,,,,,
c-23565,,,,,,,,,,,,,
c-1045,,,,,,,,,,,,,
c-738,,,,,,,,,,,,,
c-15439,,,,,,,,,,,,,
c-8179,,,,,,,,,,,,,
c-5544,,,,,,,,,,,,,
c-37169,,,,,,,,,,,,,
c-697,,,,,,,,,,,,,
c-479,,,,,,,,,,,,,
c-15788,,,,,,,,,,,,,
c-45457,,,,,,,,,,,,,
c-30127,,,,,,,,,,,,,
c-22629,,,,,,,,,,,,,
c-7074,,,,,,,,,,,,,
c-15448,,,,,,,,,,,,,
c-13842,,,,,,,,,,,,,
c-56089,,,,,,,,,,,,,
c-9264,,,,,,,,,,,,,
c-3721,,,,,,,,,,,,,
c-3456,,,,,,,,,,,,,
c-1255,,,,,,,,,,,,,
c-45867,,,,,,,,,,,,,
c-10391,,,,,,,,,,,,,
c-3489,,,,,,,,,,,,,
c-15528,,,,,,,,,,,,,
c-12761,,,,,,,,,,,,,
c-16560,,,,,,,,,,,,,
c-187,,,,,,,,,,,,,
c-5369,,,,,,,,,,,,,
c-42496,,,,,,,,,,,,,
c-53519,,,,,,,,,,,,,
c-2760,,,,,,,,,,,,,
c-1191,,,,,,,,,,,,,
c-4286,,,,,,,,,,,,,
c-6626,,,,,,,,,,,,,
c-1057,,,,,,,,,,,,,
c-9908,,,,,,,,,,,,,
c-55947,,,,,,,,,,,,,
c-1270,,,,,,,,,,,,,
c-156,,,,,,,,,,,,,
c-272,,,,,,,,,,,,,
c-3039,,,,,,,,,,,,,
c-5174,,,,,,,,,,,,,
c-10643,,,,,,,,,,,,,
c-9816,,,,,,,,,,,,,
c-20106,,,,,,,,,,,,,
c-496,,,,,,,,,,,,,
c-1118,,,,,,,,,,,,,
c-3641,,,,,,,,,,,,,
c-16573,,,,,,,,,,,,,
c-21859,,,,,,,,,,,,,
c-85619,,,,,,,,,,,,,
c-45922,,,,,,,,,,,,,
c-29348,,,,,,,,,,,,,
c-7460,,,,,,,,,,,,,
c-53297,,,,,,,,,,,,,
c-15009,,,,,,,,,,,,,
c-2962,,,,,,,,,,,,,
c-13556,,,,,,,,,,,,,
c-22547,,,,,,,,,,,,,
c-78633,,,,,,,,,,,,,
c-9652,,,,,,,,,,,,,
c-10858,,,,,,,,,,,,,
c-656,,,,,,,,,,,,,
c-1840,,,,,,,,,,,,,
c-31031,,,,,,,,,,,,,
c-83012,,,,,,,,,,,,,
c-4295,,,,,,,,,,,,,
c-9164,,,,,,,,,,,,,
c-35684,,,,,,,,,,,,,
c-699,,,,,,,,,,,,,
c-173,,,,,,,,,,,,,
c-5886,,,,,,,,,,,,,
