id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transfer_record,foreigners,season,market_value,league_id
c-47880,,,,,,,,,,,,,
c-21122,,,,,,,,,,,,,
c-2929,,,,,,,,,,,,,
c-21121,,,,,,,,,,,,,
c-27068,,,,,,,,,,,,,
c-50048,,,,,,,,,,,,,
c-21660,,,,,,,,,,,,,
c-28867,,,,,,,,,,,,,
c-13241,,,,,,,,,,,,,
c-34559,,,,,,,,,,,,,
c-21349,,,,,,,,,,,,,
c-36846,,,,,,,,,,,,,
c-12319,,,,,,,,,,,,,
c-999,,,,,,,,,,,,,
c-21275,,,,,,,,,,,,,
c-89022,,,,,,,,,,,,,
c-2725,,,,,,,,,,,,,
c-10907,,,,,,,,,,,,,
c-11603,,,,,,,,,,,,,
c-7972,,,,,,,,,,,,,
c-12318,,,,,,,,,,,,,
c-3734,,,,,,,,,,,,,
c-1881,,,,,,,,,,,,,
c-8678,,,,,,,,,,,,,
c-17266,,,,,,,,,,,,,
c-42928,,,,,,,,,,,,,
c-18450,,,,,,,,,,,,,
c-54894,,,,,,,,,,,,,
c-64127,,,,,,,,,,,,,
c-20528,,,,,,,,,,,,,
c-3999,,,,,,,,,,,,,
c-4441,,,,,,,,,,,,,
c-6418,,,,,,,,,,,,,
c-265,,,,,,,,,,,,,
c-683,,,,,,,,,,,,,
c-5378,,,,,,,,,,,,,
c-7661,,,,,,,,,,,,,
c-14737,,,,,,,,,,,,,
c-54585,,,,,,,,,,,,,
c-7769,,,,,,,,,,,,,
c-11640,,,,,,,,,,,,,
c-28866,,,,,,,,,,,,,
c-70369,,,,,,,,,,,,,
c-44205,,,,,,,,,,,,,
c-84446,,,,,,,,,,,,,
c-455,,,,,,,,,,,,,
c-14742,,,,,,,,,,,,,
c-44280,,,,,,,,,,,,,
c-3948,,,,,,,,,,,,,
c-1433,,,,,,,,,,,,,
c-17014,,,,,,,,,,,,,
c-21177,,,,,,,,,,,,,
c-14789,,,,,,,,,,,,,
c-40422,,,,,,,,,,,,,
c-21337,,,,,,,,,,,,,
c-53629,,,,,,,,,,,,,
c-44105,,,,,,,,,,,,,
c-44204,,,,,,,,,,,,,
c-53611,,,,,,,,,,,,,
c-13436,,,,,,,,,,,,,
c-13835,,,,,,,,,,,,,
c-42364,,,,,,,,,,,,,
c-70825,,,,,,,,,,,,,
c-25260,,,,,,,,,,,,,
c-1245,,,,,,,,,,,,,
c-10980,,,,,,,,,,,,,
c-16602,,,,,,,,,,,,,
c-28869,,,,,,,,,,,,,
c-16646,,,,,,,,,,,,,
c-20378,,,,,,,,,,,,,
c-70397,,,,,,,,,,,,,
c-13702,,,,,,,,,,,,,
c-16122,,,,,,,,,,,,,
c-70488,,,,,,,,,,,,,
c-16978,,,,,,,,,,,,,
c-17419,,,,,,,,,,,,,
c-70295,,,,,,,,,,,,,
c-31506,,,,,,,,,,,,,
c-11610,,,,,,,,,,,,,
c-82990,,,,,,,,,,,,,
c-33303,,,,,,,,,,,,,
c-1465,,,,,,,,,,,,,
c-6248,,,,,,,,,,,,,
c-3345,,,,,,,,,,,,,
c-433,,,,,,,,,,,,,
c-16761,,,,,,,,,,,,,
c-47486,,,,,,,,,,,,,
c-13240,,,,,,,,,,,,,
c-55431,,,,,,,,,,,,,
c-35387,,,,,,,,,,,,,
c-629,,,,,,,,,,,,,
c-11988,,,,,,,,,,,,,
c-70373,,,,,,,,,,,,,
c-44771,,,,,,,,,,,,,
c-312,,,,,,,,,,,,,
c-4032,,,,,,,,,,,,,
c-3708,,,,,,,,,,,,,
c-24445,,,,,,,,,,,,,
c-11671,,,,,,,,,,,,,
c-21335,,,,,,,,,,,,,
c-30642,,,,,,,,,,,,,
c-11986,,,,,,,,,,,,,
c-28873,,,,,,,,,,,,,
c-36397,,,,,,,,,,,,,
c-16576,,,,,,,,,,,,,
c-16578,,,,,,,,,,,,,
c-36285,,,,,,,,,,,,,
c-13226,,,,,,,,,,,,,
c-13238,,,,,,,,,,,,,
c-18913,,,,,,,,,,,,,
c-6028,,,,,,,,,,,,,
c-25685,,,,,,,,,,,,,
c-72839,,,,,,,,,,,,,
c-3706,,,,,,,,,,,,,
c-18691,,,,,,,,,,,,,
c-40162,,,,,,,,,,,,,
c-15509,,,,,,,,,,,,,
c-67270,,,,,,,,,,,,,
c-9855,,,,,,,,,,,,,
c-21811,,,,,,,,,,,,,
c-21812,,,,,,,,,,,,,
c-14107,,,,,,,,,,,,,
c-829,,,,,,,,,,,,,
c-358,,,,,,,,,,,,,
c-11998,,,,,,,,,,,,,
c-14747,,,,,,,,,,,,,
c-31600,,,,,,,,,,,,,
c-9477,,,,,,,,,,,,,
c-52397,,,,,,,,,,,,,
c-45278,,,,,,,,,,,,,
c-8445,,,,,,,,,,,,,
c-10496,,,,,,,,,,,,,
c-20946,,,,,,,,,,,,,
c-12458,,,,,,,,,,,,,
c-12709,,,,,,,,,,,,,
c-8172,,,,,,,,,,,,,
c-1775,,,,,,,,,,,,,
c-232,,,,,,,,,,,,,
c-3520,,,,,,,,,,,,,
c-3166,,,,,,,,,,,,,
c-3318,,,,,,,,,,,,,
c-23295,,,,,,,,,,,,,
c-38208,,,,,,,,,,,,,
c-3239,,,,,,,,,,,,,
c-12361,,,,,,,,,,,,,
c-21146,,,,,,,,,,,,,
c-26036,,,,,,,,,,,,,
c-3612,,,,,,,,,,,,,
c-6930,,,,,,,,,,,,,
c-10625,,,,,,,,,,,,,
c-161,,,,,,,,,,,,,
c-21564,,,,,,,,,,,,,
c-3323,,,,,,,,,,,,,
c-33304,,,,,,,,,,,,,
c-67837,,,,,,,,,,,,,
c-29133,,,,,,,,,,,,,
c-37276,,,,,,,,,,,,,
c-4561,,,,,,,,,,,,,
c-6321,,,,,,,,,,,,,
c-3148,,,,,,,,,,,,,
c-70127,,,,,,,,,,,,,
c-18693,,,,,,,,,,,,,
c-13243,,,,,,,,,,,,,
c-21030,,,,,,,,,,,,,
c-11257,,,,,,,,,,,,,
c-2113,,,,,,,,,,,,,
c-40495,,,,,,,,,,,,,
c-9100,,,,,,,,,,,,,
c-41617,,,,,,,,,,,,,
c-12645,,,,,,,,,,,,,
c-12176,,,,,,,,,,,,,
c-26319,,,,,,,,,,,,,
c-42914,,,,,,,,,,,,,
c-29271,,,,,,,,,,,,,
c-38995,,,,,,,,,,,,,
c-4557,,,,,,,,,,,,,
c-8536,,,,,,,,,,,,,
c-12672,,,,,,,,,,,,,
c-1444,,,,,,,,,,,,,
c-11855,,,,,,,,,,,,,
c-11831,,,,,,,,,,,,,
c-14857,,,,,,,,,,,,,
c-15119,,,,,,,,,,,,,
c-3037,,,,,,,,,,,,,
c-33734,,,,,,,,,,,,,
c-10789,,,,,,,,,,,,,
c-723,,,,,,,,,,,,,
c-11997,,,,,,,,,,,,,
c-49576,,,,,,,,,,,,,
c-50095,,,,,,,,,,,,,
c-12697,,,,,,,,,,,,,
c-6622,,,,,,,,,,,,,
c-12514,,,,,,,,,,,,,
c-32098,,,,,,,,,,,,,
c-26183,,,,,,,,,,,,,
c-70218,,,,,,,,,,,,,
c-3325,,,,,,,,,,,,,
c-902,,,,,,,,,,,,,
c-19710,,,,,,,,,,,,,
c-76886,,,,,,,,,,,,,
c-172,,,,,,,,,,,,,
c-141,,,,,,,,,,,,,
c-645,,,,,,,,,,,,,
c-81974,,,,,,,,,,,,,
c-537,,,,,,,,,,,,,
c-16108,,,,,,,,,,,,,
c-16653,,,,,,,,,,,,,
c-34119,,,,,,,,,,,,,
c-19236,,,,,,,,,,,,,
c-39452,,,,,,,,,,,,,
c-72087,,,,,,,,,,,,,
c-8024,,,,,,,,,,,,,
c-1322,,,,,,,,,,,,,
c-450,,,,,,,,,,,,,
c-6689,,,,,,,,,,,,,
c-2922,,,,,,,,,,,,,
c-336,,,,,,,,,,,,,
c-2425,,,,,,,,,,,,,
c-338,,,,,,,,,,,,,
c-820,,,,,,,,,,,,,
c-669,,,,,,,,,,,,,
c-4661,,,,,,,,,,,,,
c-20887,,,,,,,,,,,,,
c-58,,,,,,,,,,,,,
c-28643,,,,,,,,,,,,,
c-2861,,,,,,,,,,,,,
c-29228,,,,,,,,,,,,,
c-52562,,,,,,,,,,,,,
c-10872,,,,,,,,,,,,,
c-10873,,,,,,,,,,,,,
c-62344,,,,,,,,,,,,,
c-62343,,,,,,,,,,,,,
c-47801,,,,,,,,,,,,,
c-626,,,,,,,,,,,,,
c-21268,,,,,,,,,,,,,
c-68128,,,,,,,,,,,,,
c-991,,,,,,,,,,,,,
c-260,,,,,,,,,,,,,
c-4772,,,,,,,,,,,,,
c-1426,,,,,,,,,,,,,
c-419,,,,,,,,,,,,,
c-36342,,,,,,,,,,,,,
c-11263,,,,,,,,,,,,,
c-42826,,,,,,,,,,,,,
c-42825,,,,,,,,,,,,,
c-20161,,,,,,,,,,,,,
c-36356,,,,,,,,,,,,,
c-41265,,,,,,,,,,,,,
c-11273,,,,,,,,,,,,,
c-3336,,,,,,,,,,,,,
c-527,,,,,,,,,,,,,
c-5232,,,,,,,,,,,,,
c-85920,,,,,,,,,,,,,
c-56393,,,,,,,,,,,,,
c-29733,,,,,,,,,,,,,
c-28860,,,,,,,,,,,,,
c-107198,,,,,,,,,,,,,
c-14733,,,,,,,,,,,,,
c-12799,,,,,,,,,,,,,
c-53108,,,,,,,,,,,,,
c-12351,,,,,,,,,,,,,
c-21607,,,,,,,,,,,,,
c-294,,,,,,,,,,,,,
c-861,,,,,,,,,,,,,
c-20054,,,,,,,,,,,,,
c-96795,,,,,,,,,,,,,
c-10718,,,,,,,,,,,,,
c-40773,,,,,,,,,,,,,
c-90844,,,,,,,,,,,,,
c-1085,,,,,,,,,,,,,
c-979,,,,,,,,,,,,,
c-3349,,,,,,,,,,,,,
c-3393,,,,,,,,,,,,,
c-1164,,,,,,,,,,,,,
c-9802,,,,,,,,,,,,,
c-663,,,,,,,,,,,,,
c-19692,,,,,,,,,,,,,
c-70379,,,,,,,,,,,,,
c-2331,,,,,,,,,,,,,
c-4361,,,,,,,,,,,,,
c-1386,,,,,,,,,,,,,
c-10958,,,,,,,,,,,,,
c-12690,,,,,,,,,,,,,
c-25259,,,,,,,,,,,,,
c-159,,,,,,,,,,,,,
c-3329,,,,,,,,,,,,,
c-448,,,,,,,,,,,,,
c-50306,,,,,,,,,,,,,
c-71671,,,,,,,,,,,,,
c-71672,,,,,,,,,,,,,
c-61584,,,,,,,,,,,,,
c-60551,,,,,,,,,,,,,
c-8105,,,,,,,,,,,,,
c-45618,,,,,,,,,,,,,
c-53954,,,,,,,,,,,,,
c-57923,,,,,,,,,,,,,
c-6450,,,,,,,,,,,,,
c-786,,,,,,,,,,,,,
c-4750,,,,,,,,,,,,,
c-10283,,,,,,,,,,,,,
c-48365,,,,,,,,,,,,,
c-53956,,,,,,,,,,,,,
c-53957,,,,,,,,,,,,,
c-57925,,,,,,,,,,,,,
c-21609,,,,,,,,,,,,,
c-14738,,,,,,,,,,,,,
c-102209,,,,,,,,,,,,,
c-36759,,,,,,,,,,,,,
c-14685,,,,,,,,,,,,,
c-1075,,,,,,,,,,,,,
c-68077,,,,,,,,,,,,,
c-12964,,,,,,,,,,,,,
c-48758,,,,,,,,,,,,,
c-61507,,,,,,,,,,,,,
c-70608,,,,,,,,,,,,,
c-94722,,,,,,,,,,,,,
c-1029,,,,,,,,,,,,,
c-14842,,,,,,,,,,,,,
c-15113,,,,,,,,,,,,,
c-9251,,,,,,,,,,,,,
c-5242,,,,,,,,,,,,,
c-12124,,,,,,,,,,,,,
c-6933,,,,,,,,,,,,,
c-37567,,,,,,,,,,,,,
c-25005,,,,,,,,,,,,,
c-5649,,,,,,,,,,,,,
c-21548,,,,,,,,,,,,,
c-839,,,,,,,,,,,,,
c-124,,,,,,,,,,,,,
c-132,,,,,,,,,,,,,
c-14893,,,,,,,,,,,,,
c-29465,,,,,,,,,,,,,
c-45885,,,,,,,,,,,,,
c-1320,,,,,,,,,,,,,
c-1301,,,,,,,,,,,,,
c-7378,,,,,,,,,,,,,
c-9539,,,,,,,,,,,,,
c-27214,,,,,,,,,,,,,
c-12009,,,,,,,,,,,,,
c-15561,,,,,,,,,,,,,
c-14807,,,,,,,,,,,,,
c-14880,,,,,,,,,,,,,
c-11204,,,,,,,,,,,,,
c-12774,,,,,,,,,,,,,
c-6371,,,,,,,,,,,,,
c-20808,,,,,,,,,,,,,
c-12896,,,,,,,,,,,,,
c-9669,,,,,,,,,,,,,
c-2832,,,,,,,,,,,,,
c-1091,,,,,,,,,,,,,
c-301,,,,,,,,,,,,,
c-29831,,,,,,,,,,,,,
c-31304,,,,,,,,,,,,,
c-9819,,,,,,,,,,,,,
c-10442,,,,,,,,,,,,,
c-58202,,,,,,,,,,,,,
c-468,,,,,,,,,,,,,
c-206,,,,,,,,,,,,,
c-8815,,,,,,,,,,,,,
c-19982,,,,,,,,,,,,,
c-70832,,,,,,,,,,,,,
c-21336,,,,,,,,,,,,,
c-14743,,,,,,,,,,,,,
c-63950,,,,,,,,,,,,,
c-2503,,,,,,,,,,,,,
c-964,,,,,,,,,,,,,
c-34465,,,,,,,,,,,,,
c-383,,,,,,,,,,,,,
c-8590,,,,,,,,,,,,,
c-23166,,,,,,,,,,,,,
c-10825,,,,,,,,,,,,,
c-10826,,,,,,,,,,,,,
c-51828,,,,,,,,,,,,,
c-720,,,,,,,,,,,,,
c-2407,,,,,,,,,,,,,
c-4941,,,,,,,,,,,,,
c-4720,,,,,,,,,,,,,
c-9807,,,,,,,,,,,,,
c-22747,,,,,,,,,,,,,
c-38173,,,,,,,,,,,,,
c-21352,,,,,,,,,,,,,
c-36628,,,,,,,,,,,,,
c-10090,,,,,,,,,,,,,
c-12666,,,,,,,,,,,,,
c-12331,,,,,,,,,,,,,
c-16157,,,,,,,,,,,,,
c-3197,,,,,,,,,,,,,
c-609,,,,,,,,,,,,,
c-114,,,,,,,,,,,,,
c-6600,,,,,,,,,,,,,
c-15466,,,,,,,,,,,,,
c-70831,,,,,,,,,,,,,
c-30969,,,,,,,,,,,,,
c-330,,,,,,,,,,,,,
c-1134,,,,,,,,,,,,,
c-14679,,,,,,,,,,,,,
c-77682,,,,,,,,,,,,,
c-58954,,,,,,,,,,,,,
c-41444,,,,,,,,,,,,,
c-520,,,,,,,,,,,,,
c-6987,,,,,,,,,,,,,
c-3631,,,,,,,,,,,,,
c-13353,,,,,,,,,,,,,
c-209,,,,,,,,,,,,,
c-2402,,,,,,,,,,,,,
c-15108,,,,,,,,,,,,,
c-12764,,,,,,,,,,,,,
c-17130,,,,,,,,,,,,,
c-30207,,,,,,,,,,,,,
c-69570,,,,,,,,,,,,,
c-79559,,,,,,,,,,,,,
c-79424,,,,,,,,,,,,,
c-41709,,,,,,,,,,,,,
c-70378,,,,,,,,,,,,,
c-70320,,,,,,,,,,,,,
c-7055,,,,,,,,,,,,,
c-64754,,,,,,,,,,,,,
c-81573,,,,,,,,,,,,,
c-70299,,,,,,,,,,,,,
c-982,,,,,,,,,,,,,
c-96131,,,,,,,,,,,,,
c-96299,,,,,,,,,,,,,
c-59937,,,,,,,,,,,,,
c-2433,,,,,,,,,,,,,
c-13259,,,,,,,,,,,,,
c-14837,,,,,,,,,,,,,
c-56382,,,,,,,,,,,,,
c-70827,,,,,,,,,,,,,
c-9249,,,,,,,,,,,,,
c-5679,,,,,,,,,,,,,
c-6326,,,,,,,,,,,,,
c-54295,,,,,,,,,,,,,
c-82891,,,,,,,,,,,,,
c-17316,,,,,,,,,,,,,
c-22890,,,,,,,,,,,,,
c-3793,,,,,,,,,,,,,
c-554,,,,,,,,,,,,,
c-18075,,,,,,,,,,,,,
c-221,,,,,,,,,,,,,
c-210,,,,,,,,,,,,,
c-585,,,,,,,,,,,,,
c-8698,,,,,,,,,,,,,
c-42903,,,,,,,,,,,,,
c-16381,,,,,,,,,,,,,
c-70618,,,,,,,,,,,,,
c-72,,,,,,,,,,,,,
c-11282,,,,,,,,,,,,,
c-36,,,,,,,,,,,,,
c-2990,,,,,,,,,,,,,
c-10140,,,,,,,,,,,,,
c-9844,,,,,,,,,,,,,
c-49283,,,,,,,,,,,,,
c-1306,,,,,,,,,,,,,
c-20352,,,,,,,,,,,,,
c-66465,,,,,,,,,,,,,
c-8384,,,,,,,,,,,,,
c-28871,,,,,,,,,,,,,
c-429,,,,,,,,,,,,,
c-16977,,,,,,,,,,,,,
c-41685,,,,,,,,,,,,,
c-25243,,,,,,,,,,,,,
c-2995,,,,,,,,,,,,,
c-68608,,,,,,,,,,,,,
c-17568,,,,,,,,,,,,,
c-12301,,,,,,,,,,,,,
c-31284,,,,,,,,,,,,,
c-1826,,,,,,,,,,,,,
c-15076,,,,,,,,,,,,,
c-40421,,,,,,,,,,,,,
c-14967,,,,,,,,,,,,,
c-70389,,,,,,,,,,,,,
c-13227,,,,,,,,,,,,,
c-70386,,,,,,,,,,,,,
c-9900,,,,,,,,,,,,,
c-9840,,,,,,,,,,,,,
c-37059,,,,,,,,,,,,,
c-189,,,,,,,,,,,,,
c-15098,,,,,,,,,,,,,
c-2698,,,,,,,,,,,,,
c-16815,,,,,,,,,,,,,
c-2431,,,,,,,,,,,,,
c-14910,,,,,,,,,,,,,
c-74099,,,,,,,,,,,,,
c-16714,,,,,,,,,,,,,
c-1403,,,,,,,,,,,,,
c-4774,,,,,,,,,,,,,
c-1234,,,,,,,,,,,,,
c-830,,,,,,,,,,,,,
c-15103,,,,,,,,,,,,,
c-34721,,,,,,,,,,,,,
c-37153,,,,,,,,,,,,,
c-3896,,,,,,,,,,,,,
c-4297,,,,,,,,,,,,,
c-1267,,,,,,,,,,,,,
c-2750,,,,,,,,,,,,,
c-7084,,,,,,,,,,,,,
c-9536,,,,,,,,,,,,,
c-26994,,,,,,,,,,,,,
c-10959,,,,,,,,,,,,,
c-4641,,,,,,,,,,,,,
c-19993,,,,,,,,,,,,,
c-16575,,,,,,,,,,,,,
c-66414,,,,,,,,,,,,,
c-64818,,,,,,,,,,,,,
c-44564,,,,,,,,,,,,,
c-20844,,,,,,,,,,,,,
c-56438,,,,,,,,,,,,,
c-73227,,,,,,,,,,,,,
c-447,,,,,,,,,,,,,
c-36344,,,,,,,,,,,,,
c-36360,,,,,,,,,,,,,
c-20921,,,,,,,,,,,,,
c-77527,,,,,,,,,,,,,
c-8877,,,,,,,,,,,,,
c-13357,,,,,,,,,,,,,
c-20,,,,,,,,,,,,,
c-1286,,,,,,,,,,,,,
c-1450,,,,,,,,,,,,,
c-2227,,,,,,,,,,,,,
c-4576,,,,,,,,,,,,,
c-21382,,,,,,,,,,,,,
c-82057,,,,,,,,,,,,,
c-20379,,,,,,,,,,,,,
c-53792,,,,,,,,,,,,,
c-6685,,,,,,,,,,,,,
c-56725,,,,,,,,,,,,,
c-2855,,,,,,,,,,,,,
c-8154,,,,,,,,,,,,,
c-4035,,,,,,,,,,,,,
c-7468,,,,,,,,,,,,,
c-4673,,,,,,,,,,,,,
c-12674,,,,,,,,,,,,,
c-19985,,,,,,,,,,,,,
c-1104,,,,,,,,,,,,,
c-19164,,,,,,,,,,,,,
c-1103,,,,,,,,,,,,,
c-29171,,,,,,,,,,,,,
c-36100,,,,,,,,,,,,,
c-4333,,,,,,,,,,,,,
c-4084,,,,,,,,,,,,,
c-1105,,,,,,,,,,,,,
c-2251,,,,,,,,,,,,,
c-5380,,,,,,,,,,,,,
c-4271,,,,,,,,,,,,,
c-10155,,,,,,,,,,,,,
c-7207,,,,,,,,,,,,,
c-4146,,,,,,,,,,,,,
c-22063,,,,,,,,,,,,,
c-26342,,,,,,,,,,,,,
c-21120,,,,,,,,,,,,,
c-29198,,,,,,,,,,,,,
c-77691,,,,,,,,,,,,,
c-14830,,,,,,,,,,,,,
c-24481,,,,,,,,,,,,,
c-22633,,,,,,,,,,,,,
c-14734,,,,,,,,,,,,,
c-9371,,,,,,,,,,,,,
c-9372,,,,,,,,,,,,,
c-976,,,,,,,,,,,,,
c-28578,,,,,,,,,,,,,
c-95592,,,,,,,,,,,,,
c-67066,,,,,,,,,,,,,
c-18447,,,,,,,,,,,,,
c-90280,,,,,,,,,,,,,
c-875,,,,,,,,,,,,,
c-15719,,,,,,,,,,,,,
c-157,,,,,,,,,,,,,
c-14589,,,,,,,,,,,,,
c-475,,,,,,,,,,,,,
c-3508,,,,,,,,,,,,,
c-54642,,,,,,,,,,,,,
c-42913,,,,,,,,,,,,,
c-26091,,,,,,,,,,,,,
c-70551,,,,,,,,,,,,,
c-1034,,,,,,,,,,,,,
c-15005,,,,,,,,,,,,,
c-16487,,,,,,,,,,,,,
c-16022,,,,,,,,,,,,,
c-43012,,,,,,,,,,,,,
c-1096,,,,,,,,,,,,,
c-2477,,,,,,,,,,,,,
c-54983,,,,,,,,,,,,,
c-74199,,,,,,,,,,,,,
c-15979,,,,,,,,,,,,,
c-3060,,,,,,,,,,,,,
c-7006,,,,,,,,,,,,,
c-317,,,,,,,,,,,,,
c-16691,,,,,,,,,,,,,
c-20220,,,,,,,,,,,,,
c-18443,,,,,,,,,,,,,
c-73217,,,,,,,,,,,,,
c-1283,,,,,,,,,,,,,
c-11622,,,,,,,,,,,,,
c-184,,,,,,,,,,,,,
c-21379,,,,,,,,,,,,,
c-49966,,,,,,,,,,,,,
c-324,,,,,,,,,,,,,
c-422,,,,,,,,,,,,,
c-15136,,,,,,,,,,,,,
c-17194,,,,,,,,,,,,,
c-255,,,,,,,,,,,,,
c-15594,,,,,,,,,,,,,
c-58743,,,,,,,,,,,,,
c-58744,,,,,,,,,,,,,
c-58745,,,,,,,,,,,,,
c-2457,,,,,,,,,,,,,
c-4294,,,,,,,,,,,,,
c-3348,,,,,,,,,,,,,
c-11571,,,,,,,,,,,,,
c-41903,,,,,,,,,,,,,
c-1326,,,,,,,,,,,,,
c-2352,,,,,,,,,,,,,
c-11648,,,,,,,,,,,,,
c-17392,,,,,,,,,,,,,
c-19369,,,,,,,,,,,,,
c-4172,,,,,,,,,,,,,
c-29354,,,,,,,,,,,,,
c-28671,,,,,,,,,,,,,
c-1414,,,,,,,,,,,,,
c-16736,,,,,,,,,,,,,
c-2424,,,,,,,,,,,,,
c-10331,,,,,,,,,,,,,
c-47962,,,,,,,,,,,,,
c-56765,,,,,,,,,,,,,
c-56766,,,,,,,,,,,,,
c-40169,,,,,,,,,,,,,
c-14745,,,,,,,,,,,,,
c-10949,,,,,,,,,,,,,
c-51366,,,,,,,,,,,,,
c-57924,,,,,,,,,,,,,
c-77523,,,,,,,,,,,,,
c-16615,,,,,,,,,,,,,
c-22899,,,,,,,,,,,,,
c-50260,,,,,,,,,,,,,
c-8880,,,,,,,,,,,,,
c-21351,,,,,,,,,,,,,
c-449,,,,,,,,,,,,,
c-126,,,,,,,,,,,,,
c-524,,,,,,,,,,,,,
c-13304,,,,,,,,,,,,,
c-7874,,,,,,,,,,,,,
c-99634,,,,,,,,,,,,,
c-49815,,,,,,,,,,,,,
c-7813,,,,,,,,,,,,,
c-3268,,,,,,,,,,,,,
c-40058,,,,,,,,,,,,,
c-30504,,,,,,,,,,,,,
c-14596,,,,,,,,,,,,,
c-44650,,,,,,,,,,,,,
c-25889,,,,,,,,,,,,,
c-39647,,,,,,,,,,,,,
c-64112,,,,,,,,,,,,,
c-30857,,,,,,,,,,,,,
c-70296,,,,,,,,,,,,,
c-7146,,,,,,,,,,,,,
c-58777,,,,,,,,,,,,,
c-58778,,,,,,,,,,,,,
c-58779,,,,,,,,,,,,,
c-56706,,,,,,,,,,,,,
c-3899,,,,,,,,,,,,,
c-61215,,,,,,,,,,,,,
c-21061,,,,,,,,,,,,,
c-87484,,,,,,,,,,,,,
c-53959,,,,,,,,,,,,,
c-15062,,,,,,,,,,,,,
c-31628,,,,,,,,,,,,,
c-3711,,,,,,,,,,,,,
c-21393,,,,,,,,,,,,,
c-86338,,,,,,,,,,,,,
c-55398,,,,,,,,,,,,,
c-40419,,,,,,,,,,,,,
c-14744,,,,,,,,,,,,,
c-17425,,,,,,,,,,,,,
c-24477,,,,,,,,,,,,,
c-73597,,,,,,,,,,,,,
c-73598,,,,,,,,,,,,,
c-62871,,,,,,,,,,,,,
c-25625,,,,,,,,,,,,,
c-279,,,,,,,,,,,,,
c-11194,,,,,,,,,,,,,
c-22140,,,,,,,,,,,,,
c-12448,,,,,,,,,,,,,
c-27113,,,,,,,,,,,,,
c-35859,,,,,,,,,,,,,
c-70385,,,,,,,,,,,,,
c-10136,,,,,,,,,,,,,
c-2419,,,,,,,,,,,,,
c-27778,,,,,,,,,,,,,
c-19382,,,,,,,,,,,,,
c-2282,,,,,,,,,,,,,
c-11854,,,,,,,,,,,,,
c-18127,,,,,,,,,,,,,
c-20890,,,,,,,,,,,,,
c-24472,,,,,,,,,,,,,
c-13231,,,,,,,,,,,,,
c-48367,,,,,,,,,,,,,
c-438,,,,,,,,,,,,,
c-21048,,,,,,,,,,,,,
c-11880,,,,,,,,,,,,,
c-65398,,,,,,,,,,,,,
c-65401,,,,,,,,,,,,,
c-440,,,,,,,,,,,,,
c-48,,,,,,,,,,,,,
c-38050,,,,,,,,,,,,,
c-95333,,,,,,,,,,,,,
c-813,,,,,,,,,,,,,
c-72309,,,,,,,,,,,,,
c-69166,,,,,,,,,,,,,
c-63966,,,,,,,,,,,,,
c-40835,,,,,,,,,,,,,
c-45017,,,,,,,,,,,,,
c-2371,,,,,,,,,,,,,
c-21047,,,,,,,,,,,,,
c-12015,,,,,,,,,,,,,
c-65397,,,,,,,,,,,,,
c-82696,,,,,,,,,,,,,
c-25261,,,,,,,,,,,,,
c-41688,,,,,,,,,,,,,
c-452,,,,,,,,,,,,,
c-369,,,,,,,,,,,,,
c-14363,,,,,,,,,,,,,
c-9712,,,,,,,,,,,,,
c-52884,,,,,,,,,,,,,
c-95,,,,,,,,,,,,,
c-473,,,,,,,,,,,,,
c-68,,,,,,,,,,,,,
c-8221,,,,,,,,,,,,,
c-20936,,,,,,,,,,,,,
c-33728,,,,,,,,,,,,,
c-65395,,,,,,,,,,,,,
c-403,,,,,,,,,,,,,
c-67909,,,,,,,,,,,,,
c-53955,,,,,,,,,,,,,
c-678,,,,,,,,,,,,,
c-192,,,,,,,,,,,,,
c-269,,,,,,,,,,,,,
c-65400,,,,,,,,,,,,,
c-12456,,,,,,,,,,,,,
c-94,,,,,,,,,,,,,
c-1401,,,,,,,,,,,,,
c-847,,,,,,,,,,,,,
c-2492,,,,,,,,,,,,,
c-21051,,,,,,,,,,,,,
c-17588,,,,,,,,,,,,,
c-1058,,,,,,,,,,,,,
c-19846,,,,,,,,,,,,,
c-71056,,,,,,,,,,,,,
c-6482,,,,,,,,,,,,,
c-23350,,,,,,,,,,,,,
c-65402,,,,,,,,,,,,,
c-65403,,,,,,,,,,,,,
c-5343,,,,,,,,,,,,,
c-21087,,,,,,,,,,,,,
c-12821,,,,,,,,,,,,,
c-65404,,,,,,,,,,,,,
c-121,,,,,,,,,,,,,
c-2663,,,,,,,,,,,,,
c-21064,,,,,,,,,,,,,
c-17295,,,,,,,,,,,,,
c-47330,,,,,,,,,,,,,
c-47332,,,,,,,,,,,,,
c-202,,,,,,,,,,,,,
c-4713,,,,,,,,,,,,,
c-21054,,,,,,,,,,,,,
c-11874,,,,,,,,,,,,,
c-34419,,,,,,,,,,,,,
c-78249,,,,,,,,,,,,,
c-7781,,,,,,,,,,,,,
c-29668,,,,,,,,,,,,,
c-85,,,,,,,,,,,,,
c-8,,,,,,,,,,,,,
c-578,,,,,,,,,,,,,
c-5295,,,,,,,,,,,,,
c-21052,,,,,,,,,,,,,
c-42477,,,,,,,,,,,,,
c-102,,,,,,,,,,,,,
c-69,,,,,,,,,,,,,
c-7750,,,,,,,,,,,,,
c-21078,,,,,,,,,,,,,
c-19452,,,,,,,,,,,,,
