id,club_id,season,competition_id,rank,matches,win,draw,loss,goals_scored,goals_conceded,players_avg_age
,c-583,2018,FR1,1,38,29,4,5,105,35,26.0
,c-1082,2018,FR1,2,38,22,9,7,68,33,26.0
,c-1041,2018,FR1,3,38,21,9,8,70,47,26.0
,c-618,2018,FR1,4,38,19,9,10,59,41,26.0
,c-244,2018,FR1,5,38,18,7,13,60,52,26.0
,c-969,2018,FR1,6,38,15,14,9,53,42,26.0
,c-417,2018,FR1,7,38,15,11,12,30,35,26.0
,c-1421,2018,FR1,8,38,13,16,9,39,42,26.0
,c-1160,2018,FR1,9,38,15,8,15,57,58,26.0
,c-273,2018,FR1,10,38,13,13,12,55,52,26.0
,c-667,2018,FR1,11,38,11,16,11,58,48,26.0
,c-995,2018,FR1,12,38,13,9,16,48,48,26.0
,c-1420,2018,FR1,13,38,10,16,12,44,49,26.0
,c-40,2018,FR1,14,38,10,11,17,34,42,26.0
,c-1416,2018,FR1,15,38,9,11,18,31,52,26.0
,c-415,2018,FR1,16,38,8,14,16,35,57,26.0
,c-162,2018,FR1,17,38,8,12,18,38,57,26.0
,c-2969,2018,FR1,18,38,9,7,22,31,60,26.0
,c-1162,2018,FR1,19,38,7,12,19,29,54,26.0
,c-855,2018,FR1,20,38,5,12,21,28,68,26.0
,c-583,2019,FR1,1,27,22,2,3,75,24,26.0
,c-244,2019,FR1,2,28,16,8,4,41,29,26.0
,c-273,2019,FR1,3,28,15,5,8,38,24,26.0
,c-1082,2019,FR1,4,28,15,4,9,35,27,26.0
,c-1421,2019,FR1,5,28,10,11,7,26,21,26.0
,c-417,2019,FR1,6,28,11,8,9,41,38,26.0
,c-1041,2019,FR1,7,28,11,7,10,42,27,26.0
,c-969,2019,FR1,8,28,11,7,10,35,34,26.0
,c-162,2019,FR1,9,28,11,7,10,44,44,26.0
,c-667,2019,FR1,10,27,11,5,11,32,32,26.0
,c-1420,2019,FR1,11,28,11,6,11,28,33,26.0
,c-40,2019,FR1,12,28,9,10,9,40,34,26.0
,c-995,2019,FR1,13,28,11,4,13,28,31,26.0
,c-3911,2019,FR1,14,28,8,10,10,34,37,26.0
,c-347,2019,FR1,15,28,8,10,10,27,35,26.0
,c-2969,2019,FR1,16,28,7,9,12,27,37,26.0
,c-618,2019,FR1,17,28,8,6,14,29,45,26.0
,c-1160,2019,FR1,18,28,7,6,15,29,44,26.0
,c-1416,2019,FR1,19,28,4,11,13,31,50,26.0
,c-415,2019,FR1,20,28,3,4,21,22,58,26.0
,c-1082,2020,FR1,1,38,24,11,3,64,23,26.0
,c-583,2020,FR1,2,38,26,4,8,86,28,26.0
,c-162,2020,FR1,3,38,24,6,8,76,42,26.0
,c-1041,2020,FR1,4,38,22,10,6,81,43,26.0
,c-244,2020,FR1,5,38,16,12,10,54,47,26.0
,c-273,2020,FR1,6,38,16,10,12,52,40,26.0
,c-826,2020,FR1,7,38,15,12,11,55,54,26.0
,c-969,2020,FR1,8,38,14,12,12,60,62,26.0
,c-417,2020,FR1,9,38,15,7,16,50,53,26.0
,c-347,2020,FR1,10,38,12,11,15,44,48,26.0
,c-618,2020,FR1,11,38,12,10,16,42,54,26.0
,c-40,2020,FR1,12,38,13,6,19,42,56,26.0
,c-1420,2020,FR1,13,38,12,8,18,40,58,26.0
,c-1421,2020,FR1,14,38,9,15,14,42,50,26.0
,c-667,2020,FR1,15,38,11,9,18,49,58,26.0
,c-1158,2020,FR1,16,38,11,9,18,50,68,26.0
,c-3911,2020,FR1,17,38,11,8,19,50,66,26.0
,c-995,2020,FR1,18,38,9,13,16,47,55,26.0
,c-1160,2020,FR1,19,38,9,8,21,40,71,26.0
,c-2969,2020,FR1,20,38,4,9,25,25,73,26.0
,c-583,2021,FR1,1,38,26,8,4,90,36,26.0
,c-244,2021,FR1,2,38,21,8,9,63,38,26.0
,c-162,2021,FR1,3,38,20,9,9,65,40,26.0
,c-273,2021,FR1,4,38,20,6,12,82,40,26.0
,c-417,2021,FR1,5,38,20,7,11,52,36,26.0
,c-667,2021,FR1,6,38,17,12,9,60,43,26.0
,c-826,2021,FR1,7,38,17,11,10,62,48,26.0
,c-1041,2021,FR1,8,38,17,11,10,66,51,26.0
,c-995,2021,FR1,9,38,15,10,13,55,48,26.0
,c-1082,2021,FR1,10,38,14,13,11,48,48,26.0
,c-3911,2021,FR1,11,38,13,9,16,49,57,26.0
,c-1421,2021,FR1,12,38,11,13,14,43,44,26.0
,c-969,2021,FR1,13,38,12,7,19,49,61,26.0
,c-1420,2021,FR1,14,38,10,11,17,44,55,26.0
,c-1095,2021,FR1,15,38,9,11,18,37,53,26.0
,c-1158,2021,FR1,16,38,8,12,18,35,63,26.0
,c-3524,2021,FR1,17,38,9,9,20,38,69,26.0
,c-618,2021,FR1,18,38,7,11,20,42,77,26.0
,c-347,2021,FR1,19,38,6,13,19,35,69,26.0
,c-40,2021,FR1,20,38,6,13,19,52,91,26.0
,c-583,2022,FR1,1,36,27,3,6,86,36,26.0
,c-826,2022,FR1,2,36,23,9,4,62,28,26.0
,c-244,2022,FR1,3,36,22,7,7,66,37,26.0
,c-162,2022,FR1,4,36,19,8,9,69,54,26.0
,c-1082,2022,FR1,5,36,18,9,9,62,42,26.0
,c-273,2022,FR1,6,36,19,5,12,65,38,26.0
,c-1041,2022,FR1,7,36,17,8,11,61,44,26.0
,c-3524,2022,FR1,8,36,15,8,13,40,47,26.0
,c-417,2022,FR1,9,36,13,13,10,42,34,26.0
,c-1158,2022,FR1,10,36,14,10,12,50,50,26.0
,c-1421,2022,FR1,11,36,12,15,9,44,39,26.0
,c-969,2022,FR1,12,36,14,5,17,60,58,26.0
,c-415,2022,FR1,13,36,12,8,16,48,55,26.0
,c-3911,2022,FR1,14,36,10,11,15,41,51,26.0
,c-667,2022,FR1,15,36,9,12,15,49,56,26.0
,c-290,2022,FR1,16,36,8,10,18,33,59,26.0
,c-995,2022,FR1,17,36,6,15,15,35,53,26.0
,c-1095,2022,FR1,18,36,4,11,21,43,78,26.0
,c-1147,2022,FR1,19,36,6,5,25,22,71,26.0
,c-1420,2022,FR1,20,36,3,6,27,31,79,26.0
,c-131,2010,ES1,1,38,30,6,2,95,21,27.9
,c-418,2010,ES1,2,38,29,5,4,102,33,27.9
,c-1049,2010,ES1,3,38,21,8,9,64,44,27.9
,c-1050,2010,ES1,4,38,18,8,12,54,44,27.9
,c-368,2010,ES1,5,38,17,7,14,62,61,27.9
,c-621,2010,ES1,6,38,18,4,16,59,55,27.9
,c-13,2010,ES1,7,38,17,7,14,62,53,27.9
,c-714,2010,ES1,8,38,15,4,19,46,55,27.9
,c-331,2010,ES1,9,38,13,8,17,45,46,27.9
,c-2448,2010,ES1,10,38,11,14,13,35,42,27.9
,c-1084,2010,ES1,11,38,13,7,18,54,68,27.9
,c-630,2010,ES1,12,38,12,10,16,41,56,27.9
,c-142,2010,ES1,13,38,12,9,17,40,53,27.9
,c-3368,2010,ES1,14,38,12,9,17,41,52,27.9
,c-681,2010,ES1,15,38,14,3,21,49,66,27.9
,c-3709,2010,ES1,16,38,12,8,18,49,60,27.9
,c-237,2010,ES1,17,38,12,8,18,41,56,27.9
,c-897,2010,ES1,18,38,10,13,15,31,47,27.9
,c-7971,2010,ES1,19,38,9,8,21,36,60,27.9
,c-3302,2010,ES1,20,38,6,12,20,36,70,27.9
,c-418,2011,ES1,1,38,32,4,2,121,32,27.9
,c-131,2011,ES1,2,38,28,7,3,114,29,27.9
,c-1049,2011,ES1,3,38,17,10,11,59,44,27.9
,c-1084,2011,ES1,4,38,17,7,14,54,53,27.9
,c-13,2011,ES1,5,38,15,11,12,53,46,27.9
,c-3368,2011,ES1,6,38,16,7,15,54,50,27.9
,c-331,2011,ES1,7,38,13,15,10,44,61,27.9
,c-237,2011,ES1,8,38,14,10,14,42,46,27.9
,c-368,2011,ES1,9,38,13,11,14,48,47,27.9
,c-621,2011,ES1,10,38,12,13,13,49,52,27.9
,c-3709,2011,ES1,11,38,12,11,15,40,51,27.9
,c-681,2011,ES1,12,38,12,11,15,46,52,27.9
,c-150,2011,ES1,13,38,13,8,17,47,56,27.9
,c-714,2011,ES1,14,38,12,10,16,46,56,27.9
,c-367,2011,ES1,15,38,13,4,21,53,73,27.9
,c-142,2011,ES1,16,38,12,7,19,36,61,27.9
,c-16795,2011,ES1,17,38,12,6,20,35,56,27.9
,c-1050,2011,ES1,18,38,9,14,15,39,53,27.9
,c-2448,2011,ES1,19,38,10,7,21,42,69,27.9
,c-630,2011,ES1,20,38,4,15,19,28,63,27.9
,c-131,2012,ES1,1,38,32,4,2,115,40,27.9
,c-418,2012,ES1,2,38,26,7,5,103,42,27.9
,c-13,2012,ES1,3,38,23,7,8,65,31,27.9
,c-681,2012,ES1,4,38,18,12,8,70,49,27.9
,c-1049,2012,ES1,5,38,19,8,11,67,54,27.9
,c-1084,2012,ES1,6,38,16,9,13,53,50,27.9
,c-150,2012,ES1,7,38,16,8,14,57,56,27.9
,c-367,2012,ES1,8,38,16,5,17,50,66,27.9
,c-368,2012,ES1,9,38,14,8,16,58,54,27.9
,c-3709,2012,ES1,10,38,13,8,17,43,57,27.9
,c-3368,2012,ES1,11,38,12,10,16,40,57,27.9
,c-621,2012,ES1,12,38,12,9,17,44,65,27.9
,c-714,2012,ES1,13,38,11,11,16,43,52,27.9
,c-366,2012,ES1,14,38,11,10,17,49,58,27.9
,c-16795,2012,ES1,15,38,11,9,18,37,54,27.9
,c-331,2012,ES1,16,38,10,9,19,33,50,27.9
,c-940,2012,ES1,17,38,10,7,21,37,52,27.9
,c-237,2012,ES1,18,38,9,9,20,43,72,27.9
,c-897,2012,ES1,19,38,8,11,19,47,70,27.9
,c-142,2012,ES1,20,38,9,7,22,37,62,27.9
,c-13,2013,ES1,1,38,28,6,4,77,26,27.9
,c-131,2013,ES1,2,38,27,6,5,100,33,27.9
,c-418,2013,ES1,3,38,27,6,5,104,38,27.9
,c-621,2013,ES1,4,38,20,10,8,66,39,27.9
,c-368,2013,ES1,5,38,18,9,11,69,52,27.9
,c-1050,2013,ES1,6,38,17,8,13,60,44,27.9
,c-681,2013,ES1,7,38,16,11,11,62,55,27.9
,c-1049,2013,ES1,8,38,13,10,15,51,53,27.9
,c-940,2013,ES1,9,38,14,7,17,49,54,27.9
,c-3368,2013,ES1,10,38,12,12,14,35,43,27.9
,c-1084,2013,ES1,11,38,12,9,17,39,46,27.9
,c-367,2013,ES1,12,38,13,4,21,46,80,27.9
,c-3709,2013,ES1,13,38,11,9,18,35,54,27.9
,c-714,2013,ES1,14,38,11,9,18,41,51,27.9
,c-16795,2013,ES1,15,38,12,5,21,32,56,27.9
,c-1531,2013,ES1,16,38,9,13,16,30,50,27.9
,c-3302,2013,ES1,17,38,11,7,20,43,71,27.9
,c-331,2013,ES1,18,38,10,9,19,32,62,27.9
,c-366,2013,ES1,19,38,7,15,16,38,60,27.9
,c-150,2013,ES1,20,38,6,7,25,36,78,27.9
,c-131,2014,ES1,1,38,30,4,4,110,21,27.9
,c-418,2014,ES1,2,38,30,2,6,118,38,27.9
,c-13,2014,ES1,3,38,23,9,6,67,29,27.9
,c-1049,2014,ES1,4,38,22,11,5,70,32,27.9
,c-368,2014,ES1,5,38,23,7,8,71,45,27.9
,c-1050,2014,ES1,6,38,16,12,10,48,37,27.9
,c-621,2014,ES1,7,38,15,10,13,42,41,27.9
,c-940,2014,ES1,8,38,13,12,13,47,44,27.9
,c-1084,2014,ES1,9,38,14,8,16,42,48,27.9
,c-714,2014,ES1,10,38,13,10,15,47,51,27.9
,c-367,2014,ES1,11,38,15,4,19,46,68,27.9
,c-681,2014,ES1,12,38,11,13,14,44,51,27.9
,c-1531,2014,ES1,13,38,11,8,19,35,62,27.9
,c-3368,2014,ES1,14,38,9,10,19,34,67,27.9
,c-3709,2014,ES1,15,38,10,7,21,33,64,27.9
,c-897,2014,ES1,16,38,7,14,17,35,60,27.9
,c-16795,2014,ES1,17,38,7,14,17,29,64,27.9
,c-1533,2014,ES1,18,38,9,8,21,34,55,27.9
,c-3302,2014,ES1,19,38,8,8,22,35,64,27.9
,c-993,2014,ES1,20,38,3,11,24,22,68,27.9
,c-131,2015,ES1,1,38,29,4,5,112,29,27.9
,c-418,2015,ES1,2,38,28,6,4,110,34,27.9
,c-13,2015,ES1,3,38,28,4,6,63,18,27.9
,c-1050,2015,ES1,4,38,18,10,10,44,35,27.9
,c-621,2015,ES1,5,38,18,8,12,58,45,27.9
,c-940,2015,ES1,6,38,17,9,12,51,59,27.9
,c-368,2015,ES1,7,38,14,10,14,51,50,27.9
,c-1084,2015,ES1,8,38,12,12,14,38,35,27.9
,c-681,2015,ES1,9,38,13,9,16,45,48,27.9
,c-150,2015,ES1,10,38,11,12,15,34,52,27.9
,c-472,2015,ES1,11,38,12,8,18,45,53,27.9
,c-1049,2015,ES1,12,38,11,11,16,46,48,27.9
,c-1533,2015,ES1,13,38,11,10,17,49,61,27.9
,c-714,2015,ES1,14,38,12,7,19,40,74,27.9
,c-897,2015,ES1,15,38,8,18,12,45,61,27.9
,c-16795,2015,ES1,16,38,10,9,19,46,69,27.9
,c-2448,2015,ES1,17,38,10,9,19,40,62,27.9
,c-367,2015,ES1,18,38,9,11,18,52,73,27.9
,c-3709,2015,ES1,19,38,9,9,20,37,67,27.9
,c-3368,2015,ES1,20,38,8,8,22,37,70,27.9
,c-418,2016,ES1,1,38,29,6,3,106,41,27.9
,c-131,2016,ES1,2,38,28,6,4,116,37,27.9
,c-13,2016,ES1,3,38,23,9,6,70,27,27.9
,c-368,2016,ES1,4,38,21,9,8,69,49,27.9
,c-1050,2016,ES1,5,38,19,10,9,56,33,27.9
,c-681,2016,ES1,6,38,19,7,12,59,53,27.9
,c-621,2016,ES1,7,38,19,6,13,53,43,27.9
,c-714,2016,ES1,8,38,15,11,12,49,50,27.9
,c-1108,2016,ES1,9,38,14,13,11,41,43,27.9
,c-1533,2016,ES1,10,38,15,9,14,56,51,27.9
,c-1084,2016,ES1,11,38,12,10,16,49,55,27.9
,c-1049,2016,ES1,12,38,13,7,18,56,65,27.9
,c-940,2016,ES1,13,38,13,6,19,53,69,27.9
,c-472,2016,ES1,14,38,10,9,19,53,74,27.9
,c-150,2016,ES1,15,38,10,9,19,41,64,27.9
,c-897,2016,ES1,16,38,8,12,18,43,61,27.9
,c-1244,2016,ES1,17,38,8,11,19,36,55,27.9
,c-2448,2016,ES1,18,38,7,10,21,42,72,27.9
,c-331,2016,ES1,19,38,4,10,24,40,94,27.9
,c-16795,2016,ES1,20,38,4,8,26,30,82,27.9
,c-131,2017,ES1,1,38,28,9,1,99,29,27.9
,c-13,2017,ES1,2,38,23,10,5,58,22,27.9
,c-418,2017,ES1,3,38,22,10,6,94,44,27.9
,c-1049,2017,ES1,4,38,22,7,9,65,38,27.9
,c-1050,2017,ES1,5,38,18,7,13,57,50,27.9
,c-150,2017,ES1,6,38,18,6,14,60,61,27.9
,c-368,2017,ES1,7,38,17,7,14,49,58,27.9
,c-3709,2017,ES1,8,38,15,10,13,42,33,27.9
,c-1533,2017,ES1,9,38,14,9,15,44,50,27.9
,c-12321,2017,ES1,10,38,14,9,15,50,59,27.9
,c-714,2017,ES1,11,38,12,13,13,36,42,27.9
,c-681,2017,ES1,12,38,14,7,17,66,59,27.9
,c-940,2017,ES1,13,38,13,10,15,59,60,27.9
,c-1108,2017,ES1,14,38,15,2,21,40,50,27.9
,c-3368,2017,ES1,15,38,11,13,14,44,58,27.9
,c-621,2017,ES1,16,38,10,13,15,41,49,27.9
,c-1244,2017,ES1,17,38,12,7,19,34,51,27.9
,c-897,2017,ES1,18,38,6,11,21,38,76,27.9
,c-472,2017,ES1,19,38,5,7,26,24,74,27.9
,c-1084,2017,ES1,20,38,5,5,28,24,61,27.9
,c-131,2018,ES1,1,38,26,9,3,90,36,27.9
,c-13,2018,ES1,2,38,22,10,6,55,29,27.9
,c-418,2018,ES1,3,38,21,5,12,63,46,27.9
,c-1049,2018,ES1,4,38,15,16,7,51,35,27.9
,c-3709,2018,ES1,5,38,15,14,9,48,35,27.9
,c-368,2018,ES1,6,38,17,8,13,62,47,27.9
,c-714,2018,ES1,7,38,14,11,13,48,50,27.9
,c-621,2018,ES1,8,38,13,14,11,41,45,27.9
,c-681,2018,ES1,9,38,13,11,14,45,46,27.9
,c-150,2018,ES1,10,38,14,8,16,44,52,27.9
,c-1108,2018,ES1,11,38,13,11,14,39,50,27.9
,c-1533,2018,ES1,12,38,11,14,13,46,50,27.9
,c-1244,2018,ES1,13,38,11,12,15,37,43,27.9
,c-1050,2018,ES1,14,38,10,14,14,49,52,27.9
,c-3368,2018,ES1,15,38,11,11,16,59,66,27.9
,c-366,2018,ES1,16,38,10,11,17,32,51,27.9
,c-940,2018,ES1,17,38,10,11,17,53,62,27.9
,c-12321,2018,ES1,18,38,9,10,19,37,53,27.9
,c-5358,2018,ES1,19,38,7,12,19,43,65,27.9
,c-367,2018,ES1,20,38,8,8,22,41,70,27.9
,c-418,2019,ES1,1,38,26,9,3,70,25,27.9
,c-131,2019,ES1,2,38,25,7,6,86,38,27.9
,c-13,2019,ES1,3,38,18,16,4,51,27,27.9
,c-368,2019,ES1,4,38,19,13,6,54,34,27.9
,c-1050,2019,ES1,5,38,18,6,14,63,49,27.9
,c-681,2019,ES1,6,38,16,8,14,56,48,27.9
,c-16795,2019,ES1,7,38,16,8,14,52,45,27.9
,c-3709,2019,ES1,8,38,14,12,12,43,37,27.9
,c-1049,2019,ES1,9,38,14,11,13,46,53,27.9
,c-331,2019,ES1,10,38,13,13,12,46,54,27.9
,c-621,2019,ES1,11,38,13,12,13,41,38,27.9
,c-3368,2019,ES1,12,38,14,7,17,47,53,27.9
,c-366,2019,ES1,13,38,9,15,14,32,43,27.9
,c-1533,2019,ES1,14,38,11,9,18,39,56,27.9
,c-150,2019,ES1,15,38,10,11,17,48,60,27.9
,c-1108,2019,ES1,16,38,10,9,19,34,59,27.9
,c-940,2019,ES1,17,38,7,16,15,37,49,27.9
,c-1244,2019,ES1,18,38,8,12,18,30,51,27.9
,c-237,2019,ES1,19,38,9,6,23,40,65,27.9
,c-714,2019,ES1,20,38,5,10,23,27,58,27.9
,c-13,2020,ES1,1,38,26,8,4,67,25,27.9
,c-418,2020,ES1,2,38,25,9,4,67,28,27.9
,c-131,2020,ES1,3,38,24,7,7,85,38,27.9
,c-368,2020,ES1,4,38,24,5,9,53,33,27.9
,c-681,2020,ES1,5,38,17,11,10,59,38,27.9
,c-150,2020,ES1,6,38,17,10,11,50,50,27.9
,c-1050,2020,ES1,7,38,15,13,10,60,44,27.9
,c-940,2020,ES1,8,38,14,11,13,55,57,27.9
,c-621,2020,ES1,9,38,11,13,14,46,42,27.9
,c-16795,2020,ES1,10,38,13,7,18,47,65,27.9
,c-331,2020,ES1,11,38,11,11,16,37,48,27.9
,c-2687,2020,ES1,12,38,11,11,16,36,58,27.9
,c-1049,2020,ES1,13,38,10,13,15,50,53,27.9
,c-3368,2020,ES1,14,38,9,14,15,46,57,27.9
,c-3709,2020,ES1,15,38,9,11,18,28,43,27.9
,c-1108,2020,ES1,16,38,9,11,18,36,57,27.9
,c-1531,2020,ES1,17,38,8,12,18,34,55,27.9
,c-5358,2020,ES1,18,38,7,13,18,34,53,27.9
,c-366,2020,ES1,19,38,5,16,17,34,57,27.9
,c-1533,2020,ES1,20,38,6,12,20,29,52,27.9
,c-418,2021,ES1,1,38,26,8,4,80,31,27.9
,c-131,2021,ES1,2,38,21,10,7,68,38,27.9
,c-13,2021,ES1,3,38,21,8,9,65,43,27.9
,c-368,2021,ES1,4,38,18,16,4,53,30,27.9
,c-150,2021,ES1,5,38,19,8,11,62,40,27.9
,c-681,2021,ES1,6,38,17,11,10,40,37,27.9
,c-1050,2021,ES1,7,38,16,11,11,63,37,27.9
,c-621,2021,ES1,8,38,14,13,11,43,36,27.9
,c-1049,2021,ES1,9,38,11,15,12,48,53,27.9
,c-331,2021,ES1,10,38,12,11,15,37,51,27.9
,c-940,2021,ES1,11,38,12,10,16,43,43,27.9
,c-367,2021,ES1,12,38,11,9,18,39,50,27.9
,c-1531,2021,ES1,13,38,11,9,18,40,52,27.9
,c-714,2021,ES1,14,38,10,12,16,40,53,27.9
,c-3709,2021,ES1,15,38,8,15,15,33,41,27.9
,c-237,2021,ES1,16,38,10,9,19,36,63,27.9
,c-2687,2021,ES1,17,38,8,15,15,35,51,27.9
,c-16795,2021,ES1,18,38,8,14,16,44,61,27.9
,c-3368,2021,ES1,19,38,8,11,19,51,76,27.9
,c-1108,2021,ES1,20,38,8,7,23,31,65,27.9
,c-131,2022,ES1,1,36,27,4,5,66,18,27.9
,c-418,2022,ES1,2,36,23,5,8,72,34,27.9
,c-13,2022,ES1,3,36,22,7,7,66,30,27.9
,c-681,2022,ES1,4,36,20,8,8,48,32,27.9
,c-1050,2022,ES1,5,36,19,6,11,56,36,27.9
,c-150,2022,ES1,6,36,16,8,12,43,39,27.9
,c-621,2022,ES1,7,35,14,8,13,46,39,27.9
,c-12321,2022,ES1,8,36,13,10,13,56,51,27.9
,c-368,2022,ES1,9,36,13,10,13,45,50,27.9
,c-331,2022,ES1,10,35,13,8,14,32,39,27.9
,c-367,2022,ES1,11,36,12,10,14,43,49,27.9
,c-237,2022,ES1,12,35,12,8,15,33,40,27.9
,c-1049,2022,ES1,13,35,11,7,17,39,41,27.9
,c-940,2022,ES1,14,36,10,10,16,41,51,27.9
,c-3302,2022,ES1,15,36,11,6,19,46,62,27.9
,c-3709,2022,ES1,16,36,9,11,16,32,44,27.9
,c-2687,2022,ES1,17,36,9,11,16,28,52,27.9
,c-366,2022,ES1,18,36,11,5,20,33,63,27.9
,c-714,2022,ES1,19,36,8,11,17,47,64,27.9
,c-1531,2022,ES1,20,36,4,9,23,28,66,27.9
